touch_id,customer_id,campaign_id,channel,send_date,offer_pct,opened,clicked,converted_within_7d,treatment_group,cost
M0000284,C00035,CMP025,Paid Search,2024-11-16 00:00:00,0,False,False,False,Treatment,1.2
M0000285,C00036,CMP011,Affiliate,2025-12-31 00:00:00,5,False,False,False,Treatment,1.5
M0000286,C00036,CMP016,Direct Mail,2025-12-09 00:00:00,20,False,False,False,Treatment,0.72
M0000287,C00036,CMP012,Paid Search,2025-12-24 00:00:00,5,True,False,False,Treatment,1.2
M0000288,C00036,CMP002,Email,2026-02-28 00:00:00,5,True,False,False,Treatment,0.01
M0000289,C00036,CMP022,Paid Social,2025-10-09 00:00:00,15,True,False,True,Treatment,0.85
M0000290,C00036,CMP023,Push,2026-01-18 00:00:00,0,True,False,False,Treatment,0.005
M0000291,C00036,CMP016,Affiliate,2025-11-23 00:00:00,0,True,False,False,Treatment,1.5
M0000292,C00036,CMP003,Push,2025-11-28 00:00:00,15,True,True,False,Control,0.005
M0000293,C00036,CMP004,Push,2025-10-05 00:00:00,5,True,False,True,Treatment,0.005
M0000294,C00037,CMP002,Paid Search,2025-04-16 00:00:00,10,False,False,False,Treatment,1.2
M0000295,C00037,CMP010,Email,2026-05-26 00:00:00,15,True,False,False,Treatment,0.01
M0000296,C00037,CMP011,Affiliate,2025-11-15 00:00:00,5,True,False,False,Treatment,1.5
M0000297,C00037,CMP001,Paid Search,2025-11-12 00:00:00,20,False,False,False,Treatment,1.2
M0000298,C00038,CMP004,Paid Social,2026-01-12 00:00:00,15,False,False,False,Treatment,0.85
M0000299,C00038,CMP020,Paid Social,2026-06-13 00:00:00,25,False,False,False,Treatment,0.85
M0000300,C00038,CMP008,Direct Mail,2026-04-06 00:00:00,20,False,False,True,Treatment,0.72
M0000301,C00038,CMP025,Paid Search,2026-05-15 00:00:00,0,True,False,False,Treatment,1.2
M0000302,C00038,CMP011,Paid Social,2026-06-22 00:00:00,25,False,False,False,Treatment,0.85
M0000303,C00038,CMP018,Paid Social,2026-05-16 00:00:00,25,False,False,False,Treatment,0.85
M0000304,C00039,CMP021,Push,2025-12-25 00:00:00,0,True,False,False,Treatment,0.005
M0000305,C00039,CMP016,Paid Search,2025-09-09 00:00:00,25,False,False,False,Treatment,1.2
M0000306,C00039,CMP024,Email,2025-12-18 00:00:00,5,False,False,False,Treatment,0.01
M0000307,C00039,CMP002,Paid Search,2026-04-09 00:00:00,20,False,False,False,Control,1.2
M0000308,C00039,CMP002,Email,2025-08-09 00:00:00,25,True,False,False,Treatment,0.01
M0000309,C00039,CMP009,Affiliate,2026-06-15 00:00:00,0,True,False,False,Treatment,1.5
M0000310,C00039,CMP002,Paid Social,2025-12-14 00:00:00,20,False,False,False,Treatment,0.85
M0000311,C00039,CMP009,Email,2025-12-25 00:00:00,10,True,False,False,Treatment,0.01
M0000312,C00040,CMP018,Affiliate,2025-10-23 00:00:00,10,False,False,False,Treatment,1.5
M0000313,C00040,CMP018,Push,2025-10-05 00:00:00,0,False,False,False,Treatment,0.005
M0000314,C00040,CMP014,Paid Search,2025-06-20 00:00:00,5,False,False,False,Treatment,1.2
M0000315,C00041,CMP022,Affiliate,2025-12-02 00:00:00,20,True,True,True,Control,1.5
M0000316,C00041,CMP004,Paid Search,2025-09-05 00:00:00,0,True,False,False,Treatment,1.2
M0000317,C00041,CMP015,Affiliate,2025-07-11 00:00:00,10,True,True,False,Control,1.5
M0000318,C00041,CMP016,Paid Social,2024-10-19 00:00:00,25,True,False,False,Control,0.85
M0000319,C00041,CMP023,Paid Social,2026-06-16 00:00:00,0,False,False,False,Control,0.85
M0000320,C00041,CMP013,Push,2025-03-30 00:00:00,0,False,False,False,Treatment,0.005
M0000321,C00041,CMP010,Paid Search,2025-01-21 00:00:00,15,True,False,False,Treatment,1.2
M0000322,C00041,CMP025,Paid Social,2026-04-07 00:00:00,25,True,False,False,Treatment,0.85
M0000323,C00041,CMP017,Email,2025-06-19 00:00:00,20,False,False,False,Control,0.01
M0000324,C00041,CMP021,Email,2024-10-15 00:00:00,5,False,False,False,Treatment,0.01
M0000325,C00041,CMP006,Paid Social,2025-05-20 00:00:00,20,False,False,False,Treatment,0.85
M0000326,C00041,CMP019,Direct Mail,2025-11-19 00:00:00,25,False,False,False,Treatment,0.72
M0000327,C00042,CMP001,Paid Search,2026-04-12 00:00:00,20,False,False,False,Control,1.2
M0000328,C00042,CMP025,Direct Mail,2026-06-30 00:00:00,10,False,False,False,Control,0.72
M0000329,C00042,CMP024,Paid Social,2026-04-09 00:00:00,20,True,False,False,Treatment,0.85
M0000330,C00042,CMP025,Paid Social,2026-06-11 00:00:00,25,False,False,False,Treatment,0.85
M0000331,C00042,CMP016,Direct Mail,2026-05-15 00:00:00,25,False,False,False,Treatment,0.72
M0000332,C00042,CMP002,Affiliate,2026-04-09 00:00:00,5,False,False,False,Treatment,1.5
M0000333,C00043,CMP018,Affiliate,2025-12-13 00:00:00,0,True,False,False,Treatment,1.5
M0000334,C00043,CMP013,Paid Social,2026-03-22 00:00:00,15,True,False,False,Treatment,0.85
M0000335,C00043,CMP009,Affiliate,2025-11-27 00:00:00,10,True,True,False,Treatment,1.5
M0000336,C00043,CMP001,Email,2026-02-01 00:00:00,15,True,False,False,Treatment,0.01
M0000337,C00043,CMP004,Paid Social,2026-04-16 00:00:00,15,False,False,False,Treatment,0.85
M0000338,C00043,CMP007,Direct Mail,2026-04-26 00:00:00,15,False,False,False,Treatment,0.72
M0000339,C00043,CMP016,Paid Social,2026-05-17 00:00:00,10,True,True,False,Control,0.85
M0000340,C00043,CMP002,Paid Search,2025-12-12 00:00:00,15,True,False,False,Treatment,1.2
M0000341,C00043,CMP012,Direct Mail,2026-04-21 00:00:00,0,False,False,False,Treatment,0.72
M0000342,C00043,CMP018,Paid Search,2026-03-10 00:00:00,20,True,True,False,Treatment,1.2
M0000343,C00044,CMP009,Push,2026-04-25 00:00:00,5,True,False,False,Control,0.005
M0000344,C00044,CMP016,Paid Search,2026-06-22 00:00:00,25,True,False,False,Treatment,1.2
M0000345,C00044,CMP001,Push,2026-05-17 00:00:00,10,True,True,False,Treatment,0.005
M0000346,C00044,CMP025,Email,2026-04-28 00:00:00,10,False,False,False,Treatment,0.01
M0000347,C00044,CMP023,Push,2026-05-28 00:00:00,5,True,False,False,Treatment,0.005
M0000348,C00044,CMP016,Paid Social,2026-03-10 00:00:00,20,True,True,False,Treatment,0.85
M0000349,C00044,CMP021,Affiliate,2026-06-24 00:00:00,5,False,False,False,Control,1.5
M0000350,C00044,CMP021,Email,2026-05-16 00:00:00,20,True,False,False,Treatment,0.01
M0000351,C00044,CMP006,Paid Social,2026-05-31 00:00:00,10,False,False,False,Treatment,0.85
M0000352,C00044,CMP016,Push,2026-04-16 00:00:00,0,False,False,True,Treatment,0.005
M0000353,C00044,CMP015,Email,2026-05-14 00:00:00,15,True,True,False,Treatment,0.01
M0000354,C00045,CMP019,Paid Social,2024-07-04 00:00:00,20,False,False,False,Treatment,0.85
M0000355,C00045,CMP001,Direct Mail,2024-10-01 00:00:00,15,False,False,False,Control,0.72
M0000356,C00045,CMP012,Paid Social,2026-02-19 00:00:00,10,False,False,False,Treatment,0.85
M0000357,C00045,CMP016,Affiliate,2025-04-19 00:00:00,15,True,False,False,Treatment,1.5
M0000358,C00045,CMP007,Push,2024-08-10 00:00:00,0,True,False,False,Treatment,0.005
M0000359,C00045,CMP007,Paid Search,2026-04-24 00:00:00,20,False,False,True,Control,1.2
M0000360,C00045,CMP023,Paid Search,2025-07-22 00:00:00,15,True,False,False,Treatment,1.2
M0000361,C00045,CMP003,Paid Search,2026-05-25 00:00:00,0,False,False,False,Treatment,1.2
M0000362,C00045,CMP004,Affiliate,2026-02-04 00:00:00,20,False,False,False,Treatment,1.5
M0000363,C00046,CMP002,Affiliate,2025-05-10 00:00:00,15,False,False,False,Treatment,1.5
M0000364,C00046,CMP009,Affiliate,2025-03-02 00:00:00,20,True,False,False,Treatment,1.5
M0000365,C00046,CMP007,Affiliate,2025-11-13 00:00:00,25,True,False,False,Treatment,1.5
M0000366,C00046,CMP020,Direct Mail,2026-06-12 00:00:00,0,False,False,False,Control,0.72
M0000367,C00046,CMP009,Direct Mail,2026-01-29 00:00:00,15,False,False,False,Treatment,0.72
M0000368,C00046,CMP024,Paid Search,2026-06-23 00:00:00,20,False,False,False,Treatment,1.2
M0000369,C00046,CMP016,Push,2025-09-02 00:00:00,10,False,False,False,Treatment,0.005
M0000370,C00046,CMP002,Paid Search,2025-07-18 00:00:00,25,False,False,False,Treatment,1.2
M0000371,C00046,CMP016,Direct Mail,2024-11-22 00:00:00,5,False,False,False,Treatment,0.72
M0000372,C00047,CMP011,Affiliate,2025-12-20 00:00:00,5,True,True,False,Treatment,1.5
M0000373,C00047,CMP021,Paid Social,2025-07-21 00:00:00,10,True,False,False,Treatment,0.85
M0000374,C00047,CMP015,Direct Mail,2026-04-12 00:00:00,20,False,False,False,Treatment,0.72
M0000375,C00047,CMP016,Direct Mail,2026-02-11 00:00:00,15,False,False,False,Treatment,0.72
M0000376,C00047,CMP017,Direct Mail,2025-09-02 00:00:00,20,False,False,False,Treatment,0.72
M0000377,C00047,CMP015,Affiliate,2025-09-16 00:00:00,20,True,True,False,Treatment,1.5
M0000378,C00047,CMP003,Paid Social,2026-01-06 00:00:00,15,True,False,False,Treatment,0.85
M0000379,C00047,CMP020,Paid Social,2025-05-11 00:00:00,5,True,False,False,Control,0.85
M0000380,C00047,CMP016,Paid Search,2025-11-13 00:00:00,0,True,False,False,Treatment,1.2
M0000381,C00048,CMP001,Email,2026-05-22 00:00:00,10,True,False,False,Treatment,0.01
M0000382,C00048,CMP023,Affiliate,2025-03-26 00:00:00,10,True,False,False,Treatment,1.5
M0000383,C00048,CMP004,Push,2025-02-07 00:00:00,15,False,False,False,Treatment,0.005
M0000384,C00048,CMP019,Push,2026-01-21 00:00:00,10,False,False,True,Treatment,0.005
M0000385,C00048,CMP024,Email,2025-07-14 00:00:00,0,False,False,False,Treatment,0.01
M0000386,C00048,CMP003,Paid Search,2025-10-17 00:00:00,5,False,False,False,Treatment,1.2
M0000387,C00049,CMP022,Direct Mail,2026-05-13 00:00:00,25,False,False,False,Treatment,0.72
M0000388,C00049,CMP001,Affiliate,2026-01-18 00:00:00,15,True,False,False,Treatment,1.5
M0000389,C00049,CMP015,Email,2026-01-07 00:00:00,25,True,True,False,Treatment,0.01
M0000390,C00049,CMP022,Push,2026-01-02 00:00:00,15,False,False,False,Treatment,0.005
M0000391,C00050,CMP014,Email,2024-07-08 00:00:00,10,False,False,False,Treatment,0.01
M0000392,C00050,CMP022,Affiliate,2026-01-18 00:00:00,5,False,False,False,Control,1.5
M0000393,C00050,CMP023,Email,2024-07-18 00:00:00,15,True,True,False,Treatment,0.01
M0000394,C00050,CMP009,Email,2025-08-19 00:00:00,0,True,False,False,Treatment,0.01
M0000395,C00050,CMP016,Direct Mail,2026-01-09 00:00:00,0,False,False,False,Treatment,0.72
M0000396,C00050,CMP002,Direct Mail,2026-01-24 00:00:00,0,False,False,False,Control,0.72
M0000397,C00050,CMP023,Email,2025-06-15 00:00:00,5,True,True,False,Treatment,0.01
M0000398,C00050,CMP005,Affiliate,2025-06-03 00:00:00,25,False,False,False,Treatment,1.5
M0000399,C00050,CMP025,Push,2026-03-09 00:00:00,25,False,False,False,Treatment,0.005
M0000400,C00051,CMP011,Paid Search,2024-08-04 00:00:00,10,True,False,False,Treatment,1.2
M0000401,C00051,CMP013,Paid Search,2024-06-23 00:00:00,10,True,False,False,Treatment,1.2
M0000402,C00051,CMP014,Direct Mail,2025-03-11 00:00:00,25,False,False,False,Treatment,0.72
M0000403,C00051,CMP006,Paid Search,2025-10-31 00:00:00,0,False,False,False,Treatment,1.2
M0000404,C00052,CMP004,Email,2025-11-06 00:00:00,10,False,False,False,Treatment,0.01
M0000405,C00052,CMP011,Affiliate,2025-06-26 00:00:00,15,True,True,False,Treatment,1.5
M0000406,C00052,CMP018,Email,2025-10-28 00:00:00,15,False,False,False,Treatment,0.01
M0000407,C00052,CMP009,Email,2025-05-13 00:00:00,0,True,False,False,Treatment,0.01
M0000408,C00052,CMP021,Paid Search,2026-03-15 00:00:00,25,False,False,False,Treatment,1.2
M0000409,C00052,CMP004,Email,2025-12-17 00:00:00,0,False,False,False,Treatment,0.01
M0000410,C00052,CMP009,Affiliate,2026-04-30 00:00:00,5,False,False,False,Control,1.5
M0000411,C00053,CMP004,Push,2024-11-23 00:00:00,20,True,False,False,Treatment,0.005
M0000412,C00053,CMP015,Paid Social,2024-02-02 00:00:00,25,False,False,False,Treatment,0.85
M0000413,C00053,CMP019,Paid Social,2024-03-13 00:00:00,5,True,False,False,Treatment,0.85
M0000414,C00053,CMP024,Push,2025-12-15 00:00:00,15,True,False,False,Treatment,0.005
M0000415,C00053,CMP001,Paid Search,2024-03-16 00:00:00,0,True,False,False,Treatment,1.2
M0000416,C00053,CMP004,Email,2025-04-14 00:00:00,15,True,False,False,Treatment,0.01
M0000417,C00053,CMP006,Email,2025-07-30 00:00:00,15,True,False,False,Treatment,0.01
M0000418,C00053,CMP016,Paid Search,2025-02-07 00:00:00,25,True,True,False,Treatment,1.2
M0000419,C00053,CMP006,Paid Social,2024-03-14 00:00:00,0,True,True,False,Treatment,0.85
M0000420,C00053,CMP004,Affiliate,2024-07-27 00:00:00,10,False,False,False,Treatment,1.5
M0000421,C00053,CMP004,Direct Mail,2024-02-07 00:00:00,20,False,False,False,Treatment,0.72
M0000422,C00053,CMP008,Push,2025-05-05 00:00:00,20,False,False,False,Treatment,0.005
M0000423,C00054,CMP022,Paid Search,2025-07-09 00:00:00,0,False,False,False,Treatment,1.2
M0000424,C00054,CMP019,Direct Mail,2024-09-12 00:00:00,0,False,False,False,Treatment,0.72
M0000425,C00054,CMP013,Paid Search,2026-06-27 00:00:00,25,False,False,False,Treatment,1.2
M0000426,C00054,CMP013,Affiliate,2025-09-19 00:00:00,5,True,True,False,Treatment,1.5
M0000427,C00054,CMP018,Affiliate,2024-05-23 00:00:00,0,True,True,False,Treatment,1.5
M0000428,C00054,CMP013,Paid Social,2025-03-23 00:00:00,0,False,False,False,Control,0.85
M0000429,C00054,CMP013,Direct Mail,2024-09-10 00:00:00,0,False,False,False,Treatment,0.72
M0000430,C00054,CMP020,Email,2025-07-03 00:00:00,10,True,False,False,Treatment,0.01
M0000431,C00054,CMP014,Paid Social,2024-07-26 00:00:00,0,True,False,False,Treatment,0.85
M0000432,C00055,CMP002,Affiliate,2025-12-26 00:00:00,25,False,False,False,Treatment,1.5
M0000433,C00055,CMP007,Push,2026-01-02 00:00:00,15,False,False,False,Control,0.005
M0000434,C00055,CMP018,Affiliate,2025-08-02 00:00:00,10,True,True,False,Control,1.5
M0000435,C00055,CMP018,Paid Social,2025-07-12 00:00:00,0,False,False,False,Treatment,0.85
M0000436,C00056,CMP016,Push,2026-05-06 00:00:00,25,False,False,False,Control,0.005
M0000437,C00056,CMP025,Direct Mail,2025-08-09 00:00:00,10,False,False,False,Treatment,0.72
M0000438,C00056,CMP011,Direct Mail,2025-03-10 00:00:00,0,False,False,False,Treatment,0.72
M0000439,C00056,CMP025,Paid Search,2026-06-28 00:00:00,5,False,False,False,Treatment,1.2
M0000440,C00056,CMP008,Email,2025-09-10 00:00:00,10,False,False,False,Treatment,0.01
M0000441,C00056,CMP023,Direct Mail,2025-12-03 00:00:00,25,False,False,False,Treatment,0.72
M0000442,C00056,CMP012,Email,2026-06-09 00:00:00,25,True,False,False,Treatment,0.01
M0000443,C00057,CMP008,Direct Mail,2025-11-03 00:00:00,10,False,False,False,Treatment,0.72
M0000444,C00057,CMP015,Email,2026-06-05 00:00:00,20,True,False,True,Treatment,0.01
M0000445,C00057,CMP025,Email,2026-04-14 00:00:00,0,False,False,False,Treatment,0.01
M0000446,C00057,CMP011,Email,2025-11-02 00:00:00,20,False,False,False,Control,0.01
M0000447,C00057,CMP018,Paid Search,2026-03-25 00:00:00,20,True,False,False,Treatment,1.2
M0000448,C00057,CMP001,Paid Search,2026-06-13 00:00:00,5,True,True,False,Treatment,1.2
M0000449,C00057,CMP018,Paid Search,2026-04-02 00:00:00,25,True,True,True,Treatment,1.2
M0000450,C00057,CMP006,Paid Search,2026-03-20 00:00:00,0,False,False,False,Treatment,1.2
M0000451,C00057,CMP022,Email,2025-11-18 00:00:00,20,False,False,False,Treatment,0.01
M0000452,C00057,CMP020,Email,2026-04-02 00:00:00,0,False,False,False,Treatment,0.01
M0000453,C00057,CMP012,Affiliate,2025-12-08 00:00:00,0,False,False,False,Treatment,1.5
M0000454,C00058,CMP021,Email,2025-10-23 00:00:00,0,True,False,False,Control,0.01
M0000455,C00058,CMP014,Direct Mail,2025-10-08 00:00:00,10,False,False,False,Treatment,0.72
M0000456,C00058,CMP023,Push,2025-08-05 00:00:00,5,False,False,False,Treatment,0.005
M0000457,C00058,CMP008,Affiliate,2026-01-26 00:00:00,20,False,False,False,Treatment,1.5
M0000458,C00058,CMP006,Email,2025-07-26 00:00:00,5,False,False,False,Control,0.01
M0000459,C00058,CMP014,Paid Social,2025-02-18 00:00:00,10,False,False,False,Treatment,0.85
M0000460,C00058,CMP007,Email,2026-03-25 00:00:00,0,True,False,False,Treatment,0.01
M0000461,C00058,CMP003,Affiliate,2025-10-31 00:00:00,20,True,False,False,Treatment,1.5
M0000462,C00059,CMP023,Push,2025-08-04 00:00:00,15,True,True,False,Treatment,0.005
M0000463,C00059,CMP020,Paid Search,2026-02-09 00:00:00,10,False,False,False,Control,1.2
M0000464,C00059,CMP012,Paid Search,2025-07-31 00:00:00,20,False,False,False,Treatment,1.2
M0000465,C00059,CMP008,Affiliate,2025-12-13 00:00:00,10,True,True,False,Treatment,1.5
M0000466,C00059,CMP016,Email,2026-06-28 00:00:00,20,False,False,False,Control,0.01
M0000467,C00059,CMP001,Push,2026-04-13 00:00:00,0,True,False,False,Treatment,0.005
M0000468,C00059,CMP025,Push,2026-04-28 00:00:00,20,True,True,False,Treatment,0.005
M0000469,C00059,CMP024,Affiliate,2026-02-11 00:00:00,10,True,False,True,Treatment,1.5
M0000470,C00059,CMP018,Paid Social,2025-05-27 00:00:00,10,True,True,False,Control,0.85
M0000471,C00059,CMP021,Paid Social,2026-06-28 00:00:00,0,True,False,False,Treatment,0.85
M0000472,C00060,CMP016,Direct Mail,2025-04-11 00:00:00,5,False,False,False,Treatment,0.72
M0000473,C00060,CMP001,Paid Social,2026-01-25 00:00:00,5,False,False,False,Treatment,0.85
M0000474,C00060,CMP005,Push,2025-11-24 00:00:00,20,True,False,False,Treatment,0.005
M0000475,C00060,CMP019,Email,2026-06-16 00:00:00,20,True,True,False,Treatment,0.01
M0000476,C00060,CMP017,Paid Social,2025-08-18 00:00:00,15,True,False,False,Treatment,0.85
M0000477,C00060,CMP021,Push,2025-10-09 00:00:00,25,True,False,False,Treatment,0.005
M0000478,C00060,CMP021,Push,2025-10-18 00:00:00,25,True,False,False,Treatment,0.005
M0000479,C00060,CMP025,Paid Social,2026-06-14 00:00:00,0,True,False,True,Control,0.85
M0000480,C00061,CMP002,Email,2026-06-30 00:00:00,5,False,False,False,Treatment,0.01
M0000481,C00061,CMP001,Paid Search,2025-06-26 00:00:00,15,True,False,False,Treatment,1.2
M0000482,C00061,CMP006,Direct Mail,2025-03-27 00:00:00,15,False,False,False,Treatment,0.72
M0000483,C00061,CMP015,Direct Mail,2025-04-23 00:00:00,20,False,False,False,Control,0.72
M0000484,C00062,CMP009,Email,2025-07-27 00:00:00,0,True,True,False,Treatment,0.01
M0000485,C00062,CMP017,Affiliate,2024-05-04 00:00:00,25,True,False,False,Control,1.5
M0000486,C00062,CMP018,Affiliate,2025-11-15 00:00:00,10,True,False,False,Treatment,1.5
M0000487,C00062,CMP023,Paid Social,2025-01-16 00:00:00,10,False,False,False,Treatment,0.85
M0000488,C00062,CMP006,Direct Mail,2026-05-23 00:00:00,5,False,False,False,Treatment,0.72
M0000489,C00062,CMP014,Direct Mail,2024-07-10 00:00:00,20,False,False,False,Treatment,0.72
M0000490,C00062,CMP011,Direct Mail,2026-06-04 00:00:00,15,False,False,False,Control,0.72
M0000491,C00062,CMP017,Affiliate,2026-01-10 00:00:00,5,True,False,False,Treatment,1.5
M0000492,C00062,CMP006,Email,2025-11-20 00:00:00,5,False,False,False,Control,0.01
M0000493,C00062,CMP005,Paid Search,2026-02-16 00:00:00,5,False,False,False,Treatment,1.2
M0000494,C00062,CMP011,Affiliate,2025-10-20 00:00:00,0,True,True,False,Treatment,1.5
M0000495,C00062,CMP010,Email,2026-02-10 00:00:00,5,True,False,False,Treatment,0.01
M0000496,C00063,CMP005,Direct Mail,2026-03-16 00:00:00,10,False,False,False,Treatment,0.72
M0000497,C00063,CMP004,Affiliate,2026-04-15 00:00:00,5,True,False,False,Treatment,1.5
M0000498,C00063,CMP020,Push,2026-04-02 00:00:00,0,True,False,False,Treatment,0.005
M0000499,C00063,CMP015,Push,2026-03-05 00:00:00,0,True,False,False,Treatment,0.005
M0000500,C00063,CMP015,Paid Social,2026-05-16 00:00:00,0,True,True,False,Treatment,0.85
M0000501,C00063,CMP011,Push,2026-02-20 00:00:00,15,True,False,False,Treatment,0.005
M0000502,C00063,CMP011,Direct Mail,2026-02-09 00:00:00,5,False,False,False,Treatment,0.72
M0000503,C00063,CMP006,Push,2026-01-29 00:00:00,15,True,False,False,Treatment,0.005
M0000504,C00063,CMP014,Affiliate,2026-04-09 00:00:00,5,True,False,False,Treatment,1.5
M0000505,C00063,CMP009,Email,2026-01-22 00:00:00,10,True,True,False,Treatment,0.01
M0000506,C00064,CMP022,Push,2026-06-25 00:00:00,5,True,False,False,Treatment,0.005
M0000507,C00064,CMP022,Push,2025-08-23 00:00:00,5,False,False,False,Treatment,0.005
M0000508,C00064,CMP017,Push,2026-02-15 00:00:00,10,True,False,False,Treatment,0.005
M0000509,C00064,CMP012,Affiliate,2025-07-22 00:00:00,0,True,False,False,Treatment,1.5
M0000510,C00064,CMP010,Paid Search,2026-06-05 00:00:00,0,False,False,False,Treatment,1.2
M0000511,C00064,CMP019,Direct Mail,2025-04-03 00:00:00,10,False,False,False,Treatment,0.72
M0000512,C00064,CMP002,Paid Social,2025-06-10 00:00:00,25,True,False,False,Treatment,0.85
M0000513,C00065,CMP014,Paid Social,2025-11-06 00:00:00,0,False,False,False,Treatment,0.85
M0000514,C00065,CMP020,Email,2026-04-18 00:00:00,0,False,False,True,Treatment,0.01
M0000515,C00065,CMP010,Paid Search,2025-12-30 00:00:00,20,False,False,False,Treatment,1.2
M0000516,C00065,CMP004,Direct Mail,2025-11-19 00:00:00,5,False,False,True,Treatment,0.72
M0000517,C00065,CMP016,Paid Search,2026-03-05 00:00:00,5,False,False,False,Treatment,1.2
M0000518,C00065,CMP001,Direct Mail,2026-05-12 00:00:00,5,False,False,False,Control,0.72
M0000519,C00065,CMP022,Push,2025-11-21 00:00:00,5,False,False,False,Treatment,0.005
M0000520,C00065,CMP025,Paid Social,2026-02-27 00:00:00,5,False,False,False,Control,0.85
M0000521,C00065,CMP004,Email,2025-09-01 00:00:00,15,True,False,False,Treatment,0.01
M0000522,C00065,CMP025,Email,2026-01-28 00:00:00,25,False,False,False,Control,0.01
M0000523,C00066,CMP005,Paid Social,2025-07-28 00:00:00,10,True,False,True,Treatment,0.85
M0000524,C00066,CMP009,Paid Social,2025-06-09 00:00:00,15,True,True,False,Treatment,0.85
M0000525,C00066,CMP014,Direct Mail,2026-03-19 00:00:00,10,False,False,False,Treatment,0.72
M0000526,C00066,CMP002,Direct Mail,2026-01-04 00:00:00,25,False,False,False,Treatment,0.72
M0000527,C00066,CMP014,Paid Search,2025-09-04 00:00:00,10,True,False,True,Treatment,1.2
M0000528,C00066,CMP018,Paid Search,2026-02-13 00:00:00,10,False,False,False,Treatment,1.2
M0000529,C00066,CMP011,Paid Search,2026-02-08 00:00:00,20,True,False,False,Treatment,1.2
M0000530,C00066,CMP011,Push,2026-06-11 00:00:00,25,True,False,False,Treatment,0.005
M0000531,C00066,CMP002,Direct Mail,2026-02-24 00:00:00,5,False,False,False,Treatment,0.72
M0000532,C00066,CMP001,Paid Social,2025-07-18 00:00:00,10,False,False,False,Control,0.85
M0000533,C00066,CMP016,Direct Mail,2025-10-02 00:00:00,5,False,False,False,Treatment,0.72
M0000534,C00066,CMP005,Paid Search,2025-10-18 00:00:00,5,True,True,False,Treatment,1.2
M0000535,C00067,CMP024,Paid Social,2025-11-14 00:00:00,15,False,False,False,Treatment,0.85
M0000536,C00067,CMP005,Email,2026-02-16 00:00:00,15,True,False,False,Treatment,0.01
M0000537,C00067,CMP024,Paid Social,2026-01-10 00:00:00,20,False,False,False,Treatment,0.85
M0000538,C00067,CMP001,Direct Mail,2025-06-07 00:00:00,10,False,False,False,Treatment,0.72
M0000539,C00067,CMP020,Direct Mail,2026-01-06 00:00:00,0,False,False,True,Treatment,0.72
M0000540,C00067,CMP019,Paid Search,2025-12-02 00:00:00,20,True,True,False,Treatment,1.2
M0000541,C00068,CMP005,Direct Mail,2025-09-27 00:00:00,10,False,False,False,Treatment,0.72
M0000542,C00068,CMP002,Paid Search,2025-11-11 00:00:00,15,True,False,False,Control,1.2
M0000543,C00068,CMP016,Paid Search,2025-03-07 00:00:00,10,True,True,False,Treatment,1.2
M0000544,C00068,CMP008,Email,2026-04-08 00:00:00,20,True,False,False,Treatment,0.01
M0000545,C00068,CMP008,Paid Social,2025-08-29 00:00:00,5,True,True,False,Treatment,0.85
M0000546,C00068,CMP025,Paid Search,2025-06-02 00:00:00,25,True,False,True,Treatment,1.2
M0000547,C00068,CMP020,Email,2025-04-13 00:00:00,5,False,False,False,Treatment,0.01
M0000548,C00068,CMP021,Paid Search,2025-05-06 00:00:00,20,False,False,False,Control,1.2
M0000549,C00068,CMP004,Affiliate,2025-08-03 00:00:00,25,True,False,False,Treatment,1.5
M0000550,C00068,CMP010,Email,2025-02-18 00:00:00,0,False,False,False,Treatment,0.01
M0000551,C00068,CMP009,Direct Mail,2024-12-09 00:00:00,20,False,False,False,Treatment,0.72
M0000552,C00068,CMP015,Affiliate,2026-01-24 00:00:00,15,True,True,False,Treatment,1.5
M0000553,C00069,CMP021,Email,2026-02-08 00:00:00,25,False,False,False,Treatment,0.01
M0000554,C00069,CMP006,Paid Social,2025-03-24 00:00:00,5,False,False,False,Control,0.85
M0000555,C00069,CMP025,Push,2025-06-06 00:00:00,15,False,False,False,Treatment,0.005
M0000556,C00069,CMP024,Email,2026-05-02 00:00:00,15,True,False,False,Treatment,0.01
M0000557,C00069,CMP022,Paid Social,2025-07-16 00:00:00,20,False,False,False,Treatment,0.85
M0000558,C00069,CMP007,Affiliate,2025-05-25 00:00:00,15,False,False,False,Treatment,1.5
M0000559,C00069,CMP019,Affiliate,2025-03-02 00:00:00,0,True,False,False,Treatment,1.5
M0000560,C00069,CMP019,Affiliate,2025-06-28 00:00:00,15,False,False,False,Treatment,1.5
M0000561,C00069,CMP004,Paid Social,2025-04-29 00:00:00,25,False,False,False,Treatment,0.85
M0000562,C00069,CMP006,Email,2025-11-06 00:00:00,25,False,False,False,Treatment,0.01
M0000563,C00069,CMP016,Paid Social,2025-08-28 00:00:00,20,False,False,False,Control,0.85
M0000564,C00070,CMP007,Direct Mail,2025-08-19 00:00:00,10,False,False,False,Control,0.72
M0000565,C00070,CMP025,Direct Mail,2025-03-24 00:00:00,15,False,False,False,Treatment,0.72
M0000566,C00070,CMP016,Direct Mail,2026-03-29 00:00:00,5,False,False,False,Treatment,0.72
M0000567,C00070,CMP015,Email,2025-08-31 00:00:00,15,False,False,False,Treatment,0.01
M0000568,C00070,CMP006,Email,2026-01-04 00:00:00,0,True,False,False,Treatment,0.01
