order_id,customer_id,order_date,channel,device,subtotal,discount_amount,shipping_amount,tax_amount,order_total,payment_type,order_status
O000474,C00118,2025-05-09 00:00:00,App,Mobile,287.9,41.98,0,18.44,264.36,Gift Card,Completed
O000729,C00176,2025-05-09 00:00:00,Web,Mobile,185.81,23.24,0,12.19,174.76,Apple Pay,Completed
O000303,C00070,2025-05-10 00:00:00,App,Tablet,263.81,36.93,0,17.02,243.9,Apple Pay,Completed
O000286,C00069,2025-05-11 00:00:00,App,Desktop,99.57,22.11,0,5.81,83.27,PayPal,Completed
O000118,C00030,2025-05-13 00:00:00,App,Desktop,146.09,0.55,0,10.92,156.46,Gift Card,Completed
O000672,C00166,2025-05-13 00:00:00,App,Desktop,131.8,19.33,0,8.44,120.91,Credit Card,Completed
O000725,C00174,2025-05-14 00:00:00,Web,Tablet,385.73,34.46,0,26.35,377.62,Gift Card,Completed
O000177,C00048,2025-05-15 00:00:00,Web,Desktop,488.99,21.68,0,35.05,502.36,PayPal,Completed
O000348,C00084,2025-05-15 00:00:00,App,Mobile,37.29,5.12,6.99,2.41,41.57,PayPal,Completed
O000301,C00070,2025-05-16 00:00:00,App,Mobile,219.83,33.59,0,13.97,200.21,Apple Pay,Completed
O000299,C00070,2025-05-17 00:00:00,App,Desktop,77.86,11.41,0,4.98,71.43,Gift Card,Completed
O000476,C00118,2025-05-17 00:00:00,Web,Tablet,262.79,51.63,0,15.84,227.0,Gift Card,Completed
O000501,C00124,2025-05-17 00:00:00,App,Mobile,296.26,4.62,0,21.87,313.51,Gift Card,Completed
O000409,C00102,2025-05-18 00:00:00,Web,Tablet,284.16,0.0,0,21.31,305.47,Credit Card,Completed
O000105,C00026,2025-05-20 00:00:00,App,Tablet,256.33,26.44,0,17.24,247.13,Credit Card,Completed
O000297,C00070,2025-05-20 00:00:00,Web,Mobile,689.9,219.65,0,35.27,505.52,Credit Card,Completed
O000823,C00198,2025-05-20 00:00:00,Web,Tablet,418.25,66.21,0,26.4,378.44,Gift Card,Cancelled
O000563,C00140,2025-05-21 00:00:00,App,Tablet,148.6,7.4,0,10.59,151.79,Gift Card,Completed
O000405,C00100,2025-05-22 00:00:00,Web,Mobile,292.18,47.26,0,18.37,263.29,Gift Card,Completed
O000043,C00016,2025-05-23 00:00:00,Web,Desktop,261.91,25.82,0,17.71,253.8,PayPal,Cancelled
O000068,C00019,2025-05-24 00:00:00,App,Tablet,14.66,3.12,6.99,0.87,19.4,Gift Card,Completed
O000321,C00076,2025-05-24 00:00:00,Web,Desktop,172.1,19.89,0,11.42,163.63,Apple Pay,Completed
O000788,C00190,2025-05-24 00:00:00,Web,Mobile,1511.33,155.44,0,101.69,1457.58,PayPal,Completed
O000807,C00195,2025-05-25 00:00:00,Web,Tablet,690.84,113.13,0,43.33,621.04,Apple Pay,Completed
O000289,C00069,2025-05-26 00:00:00,Web,Desktop,340.39,68.21,0,20.41,292.59,Credit Card,Completed
O000364,C00090,2025-05-28 00:00:00,Web,Tablet,139.74,25.46,0,8.57,122.85,Gift Card,Returned
O000433,C00110,2025-05-29 00:00:00,App,Mobile,138.83,11.55,0,9.55,136.83,Gift Card,Completed
O000170,C00045,2025-05-30 00:00:00,Web,Desktop,284.16,22.55,0,19.62,281.23,Credit Card,Completed
O000524,C00131,2025-05-31 00:00:00,Web,Desktop,127.58,29.41,0,7.36,105.53,Credit Card,Returned
O000189,C00048,2025-06-02 00:00:00,App,Tablet,283.08,13.57,0,20.21,289.72,Gift Card,Completed
O000014,C00006,2025-06-07 00:00:00,App,Tablet,466.96,77.39,0,29.22,418.79,Credit Card,Completed
O000550,C00137,2025-06-07 00:00:00,App,Tablet,225.89,18.14,0,15.58,223.33,Gift Card,Completed
O000565,C00140,2025-06-07 00:00:00,App,Tablet,630.7,65.52,0,42.39,607.57,Gift Card,Completed
O000057,C00017,2025-06-08 00:00:00,Web,Tablet,535.33,73.83,0,34.61,496.11,Credit Card,Completed
O000520,C00130,2025-06-08 00:00:00,App,Mobile,206.06,23.21,0,13.71,196.56,Gift Card,Completed
O000179,C00048,2025-06-10 00:00:00,Web,Desktop,562.46,37.82,0,39.35,563.99,PayPal,Completed
O000284,C00069,2025-06-11 00:00:00,App,Mobile,126.22,15.24,0,8.32,119.3,Gift Card,Completed
O000424,C00108,2025-06-12 00:00:00,App,Tablet,81.1,12.45,0,5.15,73.8,Apple Pay,Completed
O000402,C00099,2025-06-13 00:00:00,App,Tablet,678.8,0.0,0,50.91,729.71,Gift Card,Completed
O000573,C00141,2025-06-13 00:00:00,App,Desktop,762.44,32.34,0,54.76,784.86,Credit Card,Completed
O000766,C00185,2025-06-13 00:00:00,Web,Desktop,273.25,74.29,0,14.92,213.88,Credit Card,Completed
O000230,C00054,2025-06-15 00:00:00,Web,Tablet,142.24,15.37,0,9.52,136.39,PayPal,Completed
O000273,C00067,2025-06-15 00:00:00,App,Mobile,355.0,42.77,0,23.42,335.65,Gift Card,Completed
O000397,C00099,2025-06-15 00:00:00,App,Desktop,99.57,8.68,0,6.82,97.71,Credit Card,Completed
O000404,C00100,2025-06-16 00:00:00,Web,Tablet,250.82,43.78,0,15.53,222.57,Credit Card,Completed
O000155,C00041,2025-06-18 00:00:00,App,Desktop,126.22,11.45,0,8.61,123.38,Credit Card,Completed
O000780,C00189,2025-06-18 00:00:00,App,Tablet,127.58,9.5,0,8.86,126.94,Apple Pay,Completed
O000721,C00172,2025-06-20 00:00:00,App,Tablet,614.51,152.31,0,34.66,496.86,Gift Card,Completed
O000292,C00069,2025-06-22 00:00:00,App,Tablet,796.25,50.86,0,55.9,801.29,Gift Card,Completed
O000738,C00179,2025-06-23 00:00:00,App,Desktop,373.89,69.34,0,22.84,327.39,Gift Card,Completed
O000099,C00026,2025-06-24 00:00:00,Web,Mobile,540.64,131.9,0,30.66,439.4,PayPal,Completed
O000160,C00041,2025-06-25 00:00:00,App,Tablet,31.93,2.38,0,2.22,31.77,Credit Card,Completed
O000178,C00048,2025-06-26 00:00:00,Web,Desktop,451.52,21.77,0,32.23,461.98,Apple Pay,Completed
O000708,C00171,2025-06-26 00:00:00,Web,Tablet,425.66,62.83,0,27.21,390.04,PayPal,Completed
O000488,C00122,2025-06-27 00:00:00,App,Tablet,413.93,70.08,0,25.79,369.64,Credit Card,Completed
O000220,C00053,2025-06-28 00:00:00,Web,Mobile,296.26,81.07,0,16.14,231.33,Gift Card,Completed
O000504,C00126,2025-06-30 00:00:00,Web,Desktop,205.45,41.51,0,12.3,176.24,Apple Pay,Completed
O000146,C00040,2025-07-01 00:00:00,App,Mobile,492.9,91.82,0,30.08,431.16,Gift Card,Completed
O000423,C00107,2025-07-01 00:00:00,App,Desktop,100.32,24.45,0,5.69,81.56,PayPal,Completed
O000296,C00069,2025-07-03 00:00:00,Web,Tablet,206.06,31.14,0,13.12,188.04,Gift Card,Completed
O000456,C00114,2025-07-03 00:00:00,Web,Desktop,217.19,29.46,0,14.08,201.81,Gift Card,Completed
O000582,C00143,2025-07-05 00:00:00,Web,Tablet,168.32,11.12,0,11.79,168.99,PayPal,Completed
O000365,C00090,2025-07-06 00:00:00,App,Desktop,68.86,6.47,0,4.68,67.07,PayPal,Completed
O000625,C00157,2025-07-06 00:00:00,App,Tablet,144.28,0.0,0,10.82,155.1,Gift Card,Completed
O000741,C00181,2025-07-07 00:00:00,Web,Tablet,213.95,44.12,0,12.74,182.57,Gift Card,Completed
O000241,C00056,2025-07-08 00:00:00,App,Tablet,586.41,78.53,0,38.09,545.97,Gift Card,Cancelled
O000443,C00112,2025-07-08 00:00:00,App,Tablet,897.94,58.43,0,62.96,902.47,PayPal,Completed
O000525,C00131,2025-07-08 00:00:00,Web,Desktop,675.21,72.68,0,45.19,647.72,PayPal,Completed
O000693,C00168,2025-07-09 00:00:00,App,Tablet,155.26,27.01,0,9.62,137.87,PayPal,Completed
O000594,C00148,2025-07-10 00:00:00,Web,Tablet,121.88,16.95,0,7.87,112.8,Apple Pay,Completed
O000256,C00062,2025-07-12 00:00:00,Web,Mobile,209.53,14.6,0,14.62,209.55,Credit Card,Completed
O000536,C00134,2025-07-12 00:00:00,App,Mobile,296.26,36.3,0,19.5,279.46,Credit Card,Returned
O000497,C00124,2025-07-13 00:00:00,App,Tablet,378.97,69.46,0,23.21,332.72,Credit Card,Returned
O000237,C00055,2025-07-14 00:00:00,Web,Mobile,103.03,15.37,0,6.57,94.23,Apple Pay,Returned
O000498,C00124,2025-07-14 00:00:00,Web,Tablet,340.39,29.46,0,23.32,334.25,PayPal,Completed
O000360,C00087,2025-07-15 00:00:00,App,Desktop,205.45,24.72,0,13.55,194.28,Credit Card,Completed
O000370,C00090,2025-07-16 00:00:00,Web,Mobile,33.06,4.41,6.99,2.15,37.79,Credit Card,Completed
O000727,C00176,2025-07-17 00:00:00,App,Tablet,225.89,42.78,0,13.73,196.84,Gift Card,Completed
O000176,C00048,2025-07-18 00:00:00,Web,Desktop,121.88,7.84,0,8.55,122.59,Gift Card,Completed
O000644,C00158,2025-07-19 00:00:00,App,Mobile,451.78,43.17,0,30.65,439.26,PayPal,Completed
O000811,C00196,2025-07-19 00:00:00,App,Mobile,781.04,78.96,0,52.66,754.74,Gift Card,Completed
O000103,C00026,2025-07-21 00:00:00,App,Desktop,99.57,20.85,0,5.9,84.62,PayPal,Completed
O000505,C00126,2025-07-21 00:00:00,App,Tablet,678.8,153.96,0,39.36,564.2,Gift Card,Completed
O000035,C00014,2025-07-22 00:00:00,App,Tablet,399.66,11.86,0,29.09,416.89,Apple Pay,Completed
O000181,C00048,2025-07-23 00:00:00,Web,Desktop,199.83,34.35,0,12.41,177.89,Apple Pay,Completed
O000523,C00130,2025-07-23 00:00:00,Web,Mobile,225.89,16.3,0,15.72,225.31,Apple Pay,Completed
O000285,C00069,2025-07-25 00:00:00,Web,Mobile,472.24,120.78,0,26.36,377.82,Credit Card,Completed
O000324,C00078,2025-07-25 00:00:00,Web,Tablet,79.14,11.06,0,5.11,73.19,PayPal,Completed
O000252,C00060,2025-07-26 00:00:00,App,Desktop,111.93,11.47,0,7.53,107.99,Credit Card,Completed
O000377,C00092,2025-07-28 00:00:00,App,Mobile,548.29,111.25,0,32.78,469.82,Credit Card,Completed
O000038,C00014,2025-07-29 00:00:00,Web,Tablet,365.79,27.84,0,25.35,363.3,Credit Card,Completed
O000007,C00002,2025-07-30 00:00:00,App,Mobile,81.1,14.34,0,5.01,71.77,Apple Pay,Completed
O000726,C00174,2025-07-31 00:00:00,Web,Tablet,678.8,96.26,0,43.69,626.23,Apple Pay,Completed
O000674,C00166,2025-08-01 00:00:00,Web,Mobile,412.67,108.86,0,22.79,326.6,Gift Card,Completed
O000346,C00084,2025-08-02 00:00:00,App,Mobile,131.8,24.08,0,8.08,115.8,PayPal,Completed
O000806,C00195,2025-08-03 00:00:00,Web,Tablet,452.84,71.63,0,28.59,409.8,Apple Pay,Completed
O000813,C00197,2025-08-03 00:00:00,Web,Tablet,682.1,111.34,0,42.81,613.57,Credit Card,Completed
O000617,C00154,2025-08-04 00:00:00,Web,Tablet,595.93,48.99,0,41.02,587.96,Apple Pay,Completed
O000669,C00164,2025-08-05 00:00:00,App,Desktop,410.9,31.22,0,28.48,408.16,Gift Card,Completed
O000832,C00200,2025-08-05 00:00:00,Web,Mobile,144.28,23.21,0,9.08,130.15,PayPal,Completed
O000059,C00017,2025-08-06 00:00:00,Web,Desktop,344.95,69.26,0,20.68,296.37,Gift Card,Completed
O000463,C00117,2025-08-07 00:00:00,Web,Desktop,77.86,14.23,0,4.77,68.4,PayPal,Completed
O000439,C00111,2025-08-08 00:00:00,App,Tablet,559.66,43.25,0,38.73,555.14,Apple Pay,Completed
O000431,C00109,2025-08-10 00:00:00,Web,Mobile,685.41,51.17,0,47.57,681.81,Apple Pay,Completed
O000704,C00170,2025-08-12 00:00:00,Web,Desktop,127.58,26.38,0,7.59,108.79,Credit Card,Completed
O000724,C00174,2025-08-13 00:00:00,App,Tablet,10.46,1.32,6.99,0.69,16.82,PayPal,Completed
O000486,C00122,2025-08-15 00:00:00,App,Tablet,27.45,4.31,0,1.74,24.88,Apple Pay,Completed
O000086,C00024,2025-08-16 00:00:00,Web,Mobile,100.32,22.68,0,5.82,83.46,PayPal,Completed
O000654,C00160,2025-08-16 00:00:00,Web,Mobile,460.49,55.67,0,30.36,435.18,Gift Card,Returned
O000494,C00123,2025-08-17 00:00:00,Web,Mobile,870.63,147.9,0,54.2,776.93,Credit Card,Completed
O000553,C00137,2025-08-18 00:00:00,Web,Desktop,734.84,110.46,0,46.83,671.21,Gift Card,Completed
O000758,C00185,2025-08-18 00:00:00,App,Tablet,399.64,70.59,0,24.68,353.73,Gift Card,Completed
O000020,C00008,2025-08-20 00:00:00,App,Tablet,461.74,98.65,0,27.23,390.32,Gift Card,Completed
O000233,C00054,2025-08-20 00:00:00,Web,Tablet,142.04,18.7,0,9.25,132.59,Gift Card,Completed
O000602,C00151,2025-08-22 00:00:00,App,Mobile,169.7,30.46,0,10.44,149.68,Gift Card,Completed
O000687,C00168,2025-08-22 00:00:00,Web,Tablet,29.32,1.92,6.99,2.05,36.44,Credit Card,Completed
O000010,C00003,2025-08-26 00:00:00,App,Desktop,407.07,77.42,0,24.72,354.37,Apple Pay,Completed
O000316,C00075,2025-08-26 00:00:00,Web,Tablet,143.31,14.65,0,9.65,138.31,Credit Card,Completed
O000322,C00076,2025-08-27 00:00:00,App,Desktop,747.42,60.84,0,51.49,738.07,PayPal,Cancelled
O000260,C00062,2025-08-30 00:00:00,App,Mobile,81.1,4.63,0,5.74,82.21,Gift Card,Completed
O000319,C00076,2025-08-31 00:00:00,App,Desktop,155.72,19.33,0,10.23,146.62,Apple Pay,Completed
O000228,C00054,2025-09-01 00:00:00,Web,Mobile,296.26,37.82,0,19.38,277.82,Credit Card,Completed
O000357,C00086,2025-09-01 00:00:00,Web,Mobile,46.15,2.02,0,3.31,47.44,Credit Card,Completed
O000211,C00053,2025-09-02 00:00:00,App,Desktop,480.8,69.96,0,30.81,441.65,Gift Card,Completed
O000752,C00183,2025-09-02 00:00:00,App,Desktop,225.89,42.56,0,13.75,197.08,Apple Pay,Completed
O000385,C00095,2025-09-03 00:00:00,Web,Tablet,33.06,4.78,6.99,2.12,37.39,Credit Card,Completed
O000511,C00127,2025-09-03 00:00:00,Web,Mobile,326.66,54.07,0,20.44,293.03,Credit Card,Completed
O000335,C00082,2025-09-05 00:00:00,Web,Mobile,1063.61,317.14,0,55.99,802.46,Apple Pay,Completed
O000451,C00113,2025-09-06 00:00:00,App,Tablet,685.34,104.81,0,43.54,624.07,Apple Pay,Completed
O000407,C00102,2025-09-08 00:00:00,App,Tablet,270.47,33.07,0,17.81,255.21,Apple Pay,Completed
O000458,C00114,2025-09-08 00:00:00,App,Tablet,790.79,132.59,0,49.36,707.56,Credit Card,Completed
O000543,C00135,2025-09-08 00:00:00,App,Tablet,139.59,23.47,0,8.71,124.83,Gift Card,Completed
O000762,C00185,2025-09-08 00:00:00,Web,Tablet,282.36,47.28,0,17.63,252.71,PayPal,Completed
O000077,C00023,2025-09-09 00:00:00,App,Desktop,109.78,19.61,0,6.76,96.93,Credit Card,Completed
O000148,C00040,2025-09-11 00:00:00,Web,Desktop,414.02,48.91,0,27.38,392.49,PayPal,Completed
O000475,C00118,2025-09-11 00:00:00,App,Desktop,491.03,83.01,0,30.6,438.62,Credit Card,Completed
O000380,C00094,2025-09-12 00:00:00,App,Desktop,326.66,58.73,0,20.09,288.02,Gift Card,Completed
O000042,C00016,2025-09-13 00:00:00,Web,Mobile,466.96,49.3,0,31.32,448.98,Apple Pay,Completed
O000050,C00017,2025-09-13 00:00:00,Web,Desktop,233.33,35.46,0,14.84,212.71,PayPal,Completed
O000309,C00073,2025-09-14 00:00:00,Web,Mobile,261.91,41.76,0,16.51,236.66,Apple Pay,Completed
O000819,C00197,2025-09-14 00:00:00,Web,Mobile,364.2,56.2,0,23.1,331.1,Gift Card,Completed
O000034,C00014,2025-09-15 00:00:00,Web,Mobile,81.1,5.81,0,5.65,80.94,PayPal,Completed
O000239,C00056,2025-09-16 00:00:00,Web,Mobile,206.06,34.4,0,12.87,184.53,Apple Pay,Completed
O000790,C00190,2025-09-18 00:00:00,App,Desktop,272.04,33.91,0,17.86,255.99,Apple Pay,Completed
O000121,C00030,2025-09-19 00:00:00,App,Mobile,455.21,89.73,0,27.41,392.89,Credit Card,Completed
O000699,C00169,2025-09-19 00:00:00,App,Mobile,318.18,28.15,0,21.75,311.78,Apple Pay,Completed
O000835,C00200,2025-09-19 00:00:00,App,Desktop,590.1,47.11,0,40.72,583.71,Apple Pay,Completed
O000495,C00123,2025-09-20 00:00:00,Web,Desktop,159.09,21.9,0,10.29,147.48,Gift Card,Completed
O000592,C00148,2025-09-21 00:00:00,Web,Mobile,337.81,36.06,0,22.63,324.38,PayPal,Completed
O000253,C00061,2025-09-23 00:00:00,Web,Mobile,340.81,27.82,0,23.47,336.46,Gift Card,Completed
O000336,C00082,2025-09-25 00:00:00,Web,Desktop,297.2,51.33,0,18.44,264.31,Credit Card,Completed
O000684,C00167,2025-09-25 00:00:00,Web,Mobile,520.88,64.91,0,34.2,490.17,PayPal,Completed
O000763,C00185,2025-09-25 00:00:00,App,Mobile,95.31,14.44,0,6.07,86.94,Gift Card,Completed
O000808,C00195,2025-09-26 00:00:00,Web,Tablet,164.37,37.3,0,9.53,136.6,Apple Pay,Completed
O000131,C00033,2025-09-28 00:00:00,Web,Desktop,155.72,7.57,0,11.11,159.26,Apple Pay,Completed
O000636,C00157,2025-09-28 00:00:00,App,Tablet,192.42,43.26,0,11.19,160.35,Apple Pay,Completed
O000212,C00053,2025-09-29 00:00:00,App,Tablet,69.07,9.19,0,4.49,64.37,Credit Card,Completed
O000300,C00070,2025-09-29 00:00:00,App,Tablet,440.61,52.2,0,29.13,417.54,PayPal,Completed
O000413,C00104,2025-09-30 00:00:00,App,Mobile,337.81,10.72,0,24.53,351.62,PayPal,Completed
O000204,C00052,2025-10-01 00:00:00,App,Desktop,1138.02,116.21,0,76.64,1098.45,Credit Card,Completed
O000391,C00097,2025-10-01 00:00:00,App,Desktop,27.45,7.19,6.99,1.52,28.77,Apple Pay,Completed
O000400,C00099,2025-10-01 00:00:00,Web,Tablet,581.82,31.76,0,41.25,591.31,Gift Card,Completed
O000104,C00026,2025-10-02 00:00:00,Web,Tablet,282.36,57.2,0,16.89,242.05,Credit Card,Completed
O000027,C00009,2025-10-03 00:00:00,App,Tablet,308.48,59.97,0,18.64,267.15,Apple Pay,Completed
O000588,C00145,2025-10-03 00:00:00,Web,Tablet,58.4,15.91,6.99,3.19,52.67,Apple Pay,Returned
O000339,C00082,2025-10-04 00:00:00,App,Tablet,288.56,56.07,0,17.44,249.93,PayPal,Completed
O000137,C00035,2025-10-05 00:00:00,App,Desktop,31.93,2.29,6.99,2.22,38.85,Apple Pay,Completed
O000585,C00145,2025-10-05 00:00:00,App,Tablet,443.68,90.41,0,26.5,379.77,Apple Pay,Returned
O000799,C00191,2025-10-05 00:00:00,Web,Desktop,225.38,43.06,0,13.67,195.99,Credit Card,Returned
O000078,C00023,2025-10-07 00:00:00,App,Mobile,46.15,6.23,6.99,2.99,49.9,Apple Pay,Completed
O000245,C00059,2025-10-07 00:00:00,App,Tablet,610.83,94.94,0,38.69,554.58,Credit Card,Completed
O000290,C00069,2025-10-07 00:00:00,Web,Desktop,341.05,46.03,0,22.13,317.15,Apple Pay,Completed
O000596,C00150,2025-10-07 00:00:00,App,Desktop,10.46,1.51,0,0.67,9.62,Credit Card,Completed
O000332,C00081,2025-10-08 00:00:00,Web,Desktop,309.44,62.51,0,18.52,265.45,Credit Card,Returned
O000638,C00157,2025-10-09 00:00:00,Web,Desktop,695.63,33.43,0,49.67,711.87,Apple Pay,Completed
O000268,C00065,2025-10-11 00:00:00,Web,Mobile,239.64,29.91,0,15.73,225.46,Credit Card,Completed
O000420,C00107,2025-10-12 00:00:00,Web,Desktop,199.95,29.98,0,12.75,182.72,Apple Pay,Completed
O000537,C00134,2025-10-12 00:00:00,Web,Mobile,192.47,14.44,0,13.35,191.38,Apple Pay,Completed
O000632,C00157,2025-10-12 00:00:00,Web,Mobile,10.46,0.19,0,0.77,11.04,Credit Card,Completed
O000141,C00036,2025-10-13 00:00:00,App,Tablet,592.52,141.55,0,33.82,484.79,Apple Pay,Completed
O000735,C00177,2025-10-13 00:00:00,App,Mobile,687.05,105.14,0,43.64,625.55,Gift Card,Completed
O000079,C00023,2025-10-14 00:00:00,App,Mobile,373.89,70.38,0,22.76,326.27,Gift Card,Completed
O000302,C00070,2025-10-14 00:00:00,Web,Mobile,794.66,119.11,0,50.67,726.22,Gift Card,Returned
O000516,C00129,2025-10-14 00:00:00,App,Tablet,480.8,101.05,0,28.48,408.23,PayPal,Completed
O000522,C00130,2025-10-14 00:00:00,App,Tablet,37.29,0.0,6.99,2.8,47.08,Apple Pay,Completed
O000539,C00134,2025-10-15 00:00:00,App,Desktop,284.16,40.31,0,18.29,262.14,Gift Card,Completed
O000834,C00200,2025-10-15 00:00:00,Web,Mobile,295.85,39.91,0,19.2,275.14,Credit Card,Completed
O000055,C00017,2025-10-16 00:00:00,Web,Desktop,233.63,54.75,0,13.42,192.3,Gift Card,Completed
O000389,C00096,2025-10-17 00:00:00,Web,Tablet,240.4,79.86,0,12.04,172.58,Credit Card,Returned
O000646,C00159,2025-10-17 00:00:00,Web,Tablet,60.81,4.43,0,4.23,60.61,Apple Pay,Completed
O000013,C00006,2025-10-18 00:00:00,App,Tablet,77.63,17.16,0,4.54,65.01,Gift Card,Completed
O000593,C00148,2025-10-18 00:00:00,App,Tablet,657.07,114.59,0,40.69,583.17,Apple Pay,Completed
O000742,C00181,2025-10-18 00:00:00,Web,Tablet,130.77,6.85,0,9.29,133.21,PayPal,Completed
O000085,C00024,2025-10-20 00:00:00,Web,Desktop,432.11,100.35,0,24.88,356.64,Gift Card,Completed
O000542,C00135,2025-10-20 00:00:00,Web,Mobile,527.62,59.73,0,35.09,502.98,Gift Card,Completed
O000343,C00083,2025-10-25 00:00:00,App,Mobile,84.85,15.76,0,5.18,74.27,Apple Pay,Returned
O000671,C00165,2025-10-25 00:00:00,Web,Desktop,126.22,21.76,0,7.83,112.29,PayPal,Completed
O000009,C00002,2025-10-26 00:00:00,Web,Tablet,421.26,79.99,0,25.6,366.87,Apple Pay,Completed
O000098,C00026,2025-10-26 00:00:00,Web,Desktop,487.81,70.49,0,31.3,448.62,Credit Card,Returned
O000395,C00098,2025-10-26 00:00:00,App,Mobile,31.38,0.69,0,2.3,32.99,Apple Pay,Completed
O000136,C00035,2025-10-27 00:00:00,Web,Mobile,209.53,60.9,0,11.15,159.78,PayPal,Completed
O000108,C00027,2025-10-29 00:00:00,App,Desktop,192.47,28.2,0,12.32,176.59,Credit Card,Completed
O000633,C00157,2025-10-29 00:00:00,App,Tablet,388.24,40.72,0,26.06,373.58,Credit Card,Completed
O000666,C00164,2025-10-29 00:00:00,Web,Desktop,1610.95,167.31,0,108.27,1551.91,Credit Card,Completed
O000003,C00001,2025-10-30 00:00:00,Web,Tablet,248.29,74.41,0,13.04,186.92,Apple Pay,Completed
O000025,C00009,2025-10-30 00:00:00,App,Mobile,385.76,96.33,0,21.71,311.14,Apple Pay,Returned
O000094,C00026,2025-10-31 00:00:00,Web,Tablet,100.32,12.64,0,6.58,94.26,Apple Pay,Completed
O000419,C00107,2025-10-31 00:00:00,Web,Mobile,556.09,62.06,0,37.05,531.08,PayPal,Completed
O000736,C00177,2025-10-31 00:00:00,Web,Desktop,180.66,23.5,0,11.79,168.95,Credit Card,Completed
O000154,C00041,2025-11-03 00:00:00,Web,Mobile,77.63,3.89,0,5.53,79.27,PayPal,Completed
O000546,C00137,2025-11-03 00:00:00,Web,Tablet,820.72,96.96,0,54.28,778.04,PayPal,Completed
O000707,C00171,2025-11-03 00:00:00,Web,Tablet,747.45,97.56,0,48.74,698.63,Gift Card,Completed
O000128,C00033,2025-11-04 00:00:00,App,Tablet,192.47,15.83,0,13.25,189.89,Credit Card,Cancelled
O000147,C00040,2025-11-04 00:00:00,App,Mobile,295.85,54.06,0,18.13,259.92,Apple Pay,Completed
O000361,C00089,2025-11-04 00:00:00,Web,Tablet,240.66,25.4,0,16.14,231.4,Gift Card,Completed
O000089,C00025,2025-11-05 00:00:00,App,Desktop,144.28,23.35,0,9.07,130.0,PayPal,Completed
O000403,C00099,2025-11-06 00:00:00,Web,Desktop,217.19,19.81,0,14.8,212.18,Gift Card,Completed
O000600,C00151,2025-11-06 00:00:00,Web,Tablet,199.95,16.39,0,13.77,197.33,Apple Pay,Completed
O000467,C00117,2025-11-07 00:00:00,Web,Tablet,591.7,150.05,0,33.12,474.77,PayPal,Completed
O000761,C00185,2025-11-09 00:00:00,App,Desktop,154.74,28.98,0,9.43,135.19,Credit Card,Completed
O000382,C00094,2025-11-10 00:00:00,Web,Desktop,239.64,29.5,0,15.76,225.9,Credit Card,Completed
O000172,C00047,2025-11-11 00:00:00,App,Mobile,39.57,2.75,0,2.76,39.58,Apple Pay,Completed
O000750,C00183,2025-11-11 00:00:00,Web,Tablet,192.47,37.91,0,11.59,166.15,Apple Pay,Completed
O000796,C00191,2025-11-11 00:00:00,Web,Desktop,144.28,11.47,0,9.96,142.77,Apple Pay,Completed
O000039,C00015,2025-11-12 00:00:00,Web,Desktop,33.06,1.8,6.99,2.34,40.59,Apple Pay,Completed
O000097,C00026,2025-11-12 00:00:00,App,Desktop,315.43,56.17,0,19.44,278.7,PayPal,Completed
O000318,C00075,2025-11-12 00:00:00,Web,Tablet,325.46,51.42,0,20.55,294.59,Credit Card,Completed
O000836,C00200,2025-11-12 00:00:00,Web,Tablet,315.43,47.28,0,20.11,288.26,Credit Card,Completed
O000422,C00107,2025-11-13 00:00:00,App,Desktop,39.57,8.48,6.99,2.33,40.41,Credit Card,Completed
O000645,C00159,2025-11-13 00:00:00,Web,Mobile,252.21,39.69,0,15.94,228.46,Apple Pay,Completed
O000663,C00164,2025-11-13 00:00:00,App,Mobile,412.67,32.39,0,28.52,408.8,Credit Card,Completed
O000538,C00134,2025-11-14 00:00:00,Web,Tablet,78.29,8.27,0,5.25,75.27,Apple Pay,Completed
O000096,C00026,2025-11-15 00:00:00,App,Tablet,339.4,56.59,0,21.21,304.02,PayPal,Completed
O000232,C00054,2025-11-15 00:00:00,App,Desktop,280.79,12.35,0,20.13,288.57,PayPal,Completed
O000111,C00027,2025-11-16 00:00:00,Web,Desktop,419.66,45.73,0,28.04,401.97,Gift Card,Completed
O000613,C00152,2025-11-16 00:00:00,Web,Mobile,501.18,74.59,0,31.99,458.58,Gift Card,Completed
O000683,C00167,2025-11-16 00:00:00,Web,Mobile,302.0,35.25,0,20.01,286.76,Credit Card,Completed
O000248,C00059,2025-11-17 00:00:00,Web,Mobile,287.9,66.22,0,16.63,238.31,Apple Pay,Returned
O000549,C00137,2025-11-17 00:00:00,App,Mobile,776.7,117.66,0,49.43,708.47,PayPal,Completed
O000580,C00143,2025-11-17 00:00:00,Web,Tablet,583.82,66.97,0,38.76,555.61,PayPal,Completed
O000087,C00024,2025-11-18 00:00:00,App,Tablet,466.66,28.18,0,32.89,471.37,Apple Pay,Returned
O000306,C00073,2025-11-19 00:00:00,Web,Mobile,253.34,29.52,0,16.79,240.61,Apple Pay,Completed
O000029,C00012,2025-11-20 00:00:00,Web,Tablet,386.34,40.02,0,25.97,372.29,Apple Pay,Completed
O000213,C00053,2025-11-21 00:00:00,App,Mobile,77.63,9.83,0,5.08,72.88,PayPal,Completed
O000337,C00082,2025-11-21 00:00:00,App,Tablet,295.85,39.52,0,19.22,275.55,Gift Card,Completed
