order_item_id,order_id,product_id,quantity,unit_price,discount_amount,line_total
OI0000498,O000334,P0045,1,146.09,38.32,107.77
OI0000499,O000334,P0030,1,84.85,17.53,67.32
OI0000500,O000335,P0047,1,77.86,14.77,63.09
OI0000501,O000335,P0023,1,295.85,80.97,214.88
OI0000502,O000335,P0009,2,344.95,221.4,468.5
OI0000503,O000336,P0035,2,148.6,51.33,245.87
OI0000504,O000337,P0023,1,295.85,39.52,256.33
OI0000505,O000338,P0009,1,344.95,76.95,268.0
OI0000506,O000339,P0065,1,144.28,21.23,123.05
OI0000507,O000339,P0065,1,144.28,34.84,109.44
OI0000508,O000340,P0056,1,225.89,28.19,197.7
OI0000509,O000341,P0036,2,28.73,0.7,56.76
OI0000510,O000341,P0002,1,209.95,19.89,190.06
OI0000511,O000342,P0001,1,16.55,4.31,12.24
OI0000512,O000343,P0030,1,84.85,15.76,69.09
OI0000513,O000344,P0016,1,262.79,26.6,236.19
OI0000514,O000344,P0065,1,144.28,22.07,122.21
OI0000515,O000345,P0043,1,263.81,50.52,213.29
OI0000516,O000346,P0017,1,131.8,24.08,107.72
OI0000517,O000347,P0041,2,98.7,20.07,177.33
OI0000518,O000348,P0026,1,37.29,5.12,32.17
OI0000519,O000349,P0057,2,199.83,71.14,328.52
OI0000520,O000350,P0052,1,326.66,91.21,235.45
OI0000521,O000350,P0014,2,99.57,24.58,174.56
OI0000522,O000351,P0055,2,39.57,13.59,65.55
OI0000523,O000352,P0028,1,337.81,38.16,299.65
OI0000524,O000353,P0020,1,240.66,36.7,203.96
OI0000525,O000354,P0073,1,246.45,19.8,226.65
OI0000526,O000355,P0039,1,339.4,51.4,288.0
OI0000527,O000355,P0054,1,77.63,11.9,65.73
OI0000528,O000356,P0039,2,339.4,67.83,610.97
OI0000529,O000356,P0039,1,339.4,26.77,312.63
OI0000530,O000357,P0021,1,46.15,2.02,44.13
OI0000531,O000358,P0010,2,63.63,10.94,116.32
OI0000532,O000358,P0079,1,58.4,5.18,53.22
OI0000533,O000359,P0013,1,296.26,41.51,254.75
OI0000534,O000360,P0008,1,205.45,24.72,180.73
OI0000535,O000361,P0020,1,240.66,25.4,215.26
OI0000536,O000362,P0039,1,339.4,58.82,280.58
OI0000537,O000362,P0003,1,199.95,36.14,163.81
OI0000538,O000363,P0016,1,262.79,30.9,231.89
OI0000539,O000363,P0016,2,262.79,121.69,403.89
OI0000540,O000363,P0034,1,284.16,27.11,257.05
OI0000541,O000364,P0069,1,139.74,25.46,114.28
OI0000542,O000365,P0031,1,10.46,0.0,10.46
OI0000543,O000365,P0079,1,58.4,6.47,51.93
OI0000544,O000366,P0023,1,295.85,36.25,259.6
OI0000545,O000367,P0078,1,287.9,36.17,251.73
OI0000546,O000367,P0054,2,77.63,21.12,134.14
OI0000547,O000368,P0012,1,100.32,7.56,92.76
OI0000548,O000369,P0014,1,99.57,7.19,92.38
OI0000549,O000369,P0011,1,216.32,2.12,214.2
OI0000550,O000369,P0008,1,205.45,19.7,185.75
OI0000551,O000370,P0049,1,33.06,4.41,28.65
OI0000552,O000371,P0065,1,144.28,24.18,120.1
OI0000553,O000371,P0030,3,84.85,2.54,252.01
OI0000554,O000372,P0061,1,309.44,56.0,253.44
OI0000555,O000373,P0048,2,164.37,77.65,251.09
OI0000556,O000374,P0062,1,282.36,31.97,250.39
OI0000557,O000375,P0046,1,219.83,29.08,190.75
OI0000558,O000376,P0060,1,341.05,69.4,271.65
OI0000559,O000377,P0029,1,348.34,70.16,278.18
OI0000560,O000377,P0003,1,199.95,41.09,158.86
OI0000561,O000378,P0054,1,77.63,11.53,66.1
OI0000562,O000379,P0066,1,240.4,29.1,211.3
OI0000563,O000380,P0052,1,326.66,58.73,267.93
OI0000564,O000381,P0075,1,111.93,25.65,86.28
OI0000565,O000382,P0074,1,239.64,29.5,210.14
OI0000566,O000383,P0017,1,131.8,10.29,121.51
OI0000567,O000383,P0078,2,287.9,95.81,479.99
OI0000568,O000384,P0038,1,159.55,28.47,131.08
OI0000569,O000385,P0049,1,33.06,4.78,28.28
OI0000570,O000386,P0043,1,263.81,63.55,200.26
OI0000571,O000386,P0043,1,263.81,71.1,192.71
OI0000572,O000387,P0059,1,315.43,57.75,257.68
OI0000573,O000387,P0070,1,185.81,15.15,170.66
OI0000574,O000388,P0030,2,84.85,37.11,132.59
OI0000575,O000388,P0019,1,139.59,39.52,100.07
OI0000576,O000389,P0066,1,240.4,79.86,160.54
OI0000577,O000390,P0037,1,55.94,17.0,38.94
OI0000578,O000391,P0044,1,27.45,7.19,20.26
OI0000579,O000392,P0063,1,138.83,43.11,95.72
OI0000580,O000392,P0052,1,326.66,49.39,277.27
OI0000581,O000392,P0061,2,309.44,96.22,522.66
OI0000582,O000393,P0032,1,302.0,34.2,267.8
OI0000583,O000393,P0020,2,240.66,51.07,430.25
OI0000584,O000394,P0058,1,207.22,30.89,176.33
OI0000585,O000395,P0031,3,10.46,0.69,30.69
OI0000586,O000396,P0035,1,148.6,18.28,130.32
OI0000587,O000397,P0014,1,99.57,8.68,90.89
OI0000588,O000398,P0079,1,58.4,8.35,50.05
OI0000589,O000398,P0039,1,339.4,18.29,321.11
OI0000590,O000399,P0041,1,98.7,0.0,98.7
OI0000591,O000400,P0064,2,127.58,11.57,243.59
OI0000592,O000400,P0052,1,326.66,20.19,306.47
OI0000593,O000401,P0054,1,77.63,0.0,77.63
OI0000594,O000402,P0039,2,339.4,0.0,678.8
OI0000595,O000403,P0051,1,217.19,19.81,197.38
OI0000596,O000404,P0033,1,192.42,28.7,163.72
OI0000597,O000404,P0079,1,58.4,15.08,43.32
OI0000598,O000405,P0045,1,146.09,32.23,113.86
OI0000599,O000405,P0045,1,146.09,15.03,131.06
OI0000600,O000406,P0079,2,58.4,6.88,109.92
OI0000601,O000407,P0042,1,60.94,13.49,47.45
OI0000602,O000407,P0004,1,209.53,19.58,189.95
OI0000603,O000408,P0045,1,146.09,20.61,125.48
OI0000604,O000409,P0034,1,284.16,0.0,284.16
OI0000605,O000410,P0051,1,217.19,31.19,186.0
OI0000606,O000410,P0023,1,295.85,37.16,258.69
OI0000607,O000411,P0008,1,205.45,0.0,205.45
OI0000608,O000412,P0066,3,240.4,103.79,617.41
OI0000609,O000412,P0016,1,262.79,27.02,235.77
OI0000610,O000412,P0074,1,239.64,54.34,185.3
OI0000611,O000413,P0028,1,337.81,10.72,327.09
OI0000612,O000414,P0043,1,263.81,27.79,236.02
OI0000613,O000415,P0044,1,27.45,2.91,24.54
OI0000614,O000415,P0044,1,27.45,4.72,22.73
OI0000615,O000416,P0077,1,233.33,32.26,201.07
OI0000616,O000417,P0036,2,28.73,10.18,47.28
OI0000617,O000417,P0027,1,233.63,36.53,197.1
OI0000618,O000418,P0056,1,225.89,8.86,217.03
OI0000619,O000419,P0059,1,315.43,38.32,277.11
OI0000620,O000419,P0020,1,240.66,23.74,216.92
OI0000621,O000420,P0003,1,199.95,29.98,169.97
OI0000622,O000421,P0032,1,302.0,35.94,266.06
OI0000623,O000422,P0055,1,39.57,8.48,31.09
OI0000624,O000423,P0012,1,100.32,24.45,75.87
OI0000625,O000424,P0040,1,81.1,12.45,68.65
OI0000626,O000425,P0064,1,127.58,7.02,120.56
OI0000627,O000426,P0018,1,302.5,56.01,246.49
OI0000628,O000427,P0074,1,239.64,52.52,187.12
OI0000629,O000427,P0074,1,239.64,31.26,208.38
OI0000630,O000427,P0029,1,348.34,30.69,317.65
OI0000631,O000428,P0075,2,111.93,44.81,179.05
OI0000632,O000429,P0029,1,348.34,42.65,305.69
OI0000633,O000430,P0033,1,192.42,16.35,176.07
OI0000634,O000430,P0030,1,84.85,6.41,78.44
OI0000635,O000431,P0027,1,233.63,40.53,193.1
OI0000636,O000431,P0056,2,225.89,10.64,441.14
OI0000637,O000432,P0015,1,143.31,19.69,123.62
OI0000638,O000433,P0063,1,138.83,11.55,127.28
OI0000639,O000434,P0025,1,14.66,0.6,14.06
OI0000640,O000435,P0002,1,209.95,32.17,177.78
OI0000641,O000436,P0035,1,148.6,3.75,144.85
OI0000642,O000437,P0078,1,287.9,41.11,246.79
OI0000643,O000438,P0056,1,225.89,3.3,222.59
OI0000644,O000438,P0044,2,27.45,7.48,47.42
OI0000645,O000438,P0044,2,27.45,9.71,45.19
OI0000646,O000439,P0023,1,295.85,27.26,268.59
OI0000647,O000439,P0043,1,263.81,15.99,247.82
OI0000648,O000440,P0050,2,308.71,65.42,552.0
OI0000649,O000441,P0019,1,139.59,0.0,139.59
OI0000650,O000441,P0069,1,139.74,12.07,127.67
OI0000651,O000441,P0014,2,99.57,9.65,189.49
OI0000652,O000442,P0038,1,159.55,25.22,134.33
OI0000653,O000443,P0007,2,340.81,29.27,652.35
OI0000654,O000443,P0011,1,216.32,29.16,187.16
OI0000655,O000444,P0026,1,37.29,4.39,32.9
OI0000656,O000445,P0065,1,144.28,17.78,126.5
OI0000657,O000446,P0036,1,28.73,5.05,23.68
OI0000658,O000447,P0052,1,326.66,37.77,288.89
OI0000659,O000448,P0067,1,69.07,7.49,61.58
OI0000660,O000449,P0013,2,296.26,0.0,592.52
OI0000661,O000450,P0021,2,46.15,10.11,82.19
OI0000662,O000451,P0009,1,344.95,19.11,325.84
OI0000663,O000451,P0022,1,340.39,85.7,254.69
OI0000664,O000452,P0059,1,315.43,82.82,232.61
OI0000665,O000452,P0032,2,302.0,111.96,492.04
OI0000666,O000453,P0007,1,340.81,61.63,279.18
OI0000667,O000454,P0052,1,326.66,73.59,253.07
OI0000668,O000455,P0023,1,295.85,73.31,222.54
OI0000669,O000456,P0051,1,217.19,29.46,187.73
OI0000670,O000457,P0009,1,344.95,91.83,253.12
OI0000671,O000458,P0004,3,209.53,83.99,544.6
OI0000672,O000458,P0040,2,81.1,48.6,113.6
OI0000673,O000459,P0023,1,295.85,62.61,233.24
OI0000674,O000459,P0067,1,69.07,10.83,58.24
OI0000675,O000460,P0040,1,81.1,5.14,75.96
OI0000676,O000460,P0009,1,344.95,44.89,300.06
OI0000677,O000461,P0031,1,10.46,0.84,9.62
OI0000678,O000462,P0057,1,199.83,17.09,182.74
OI0000679,O000463,P0047,1,77.86,14.23,63.63
OI0000680,O000464,P0001,1,16.55,1.81,14.74
OI0000681,O000465,P0065,1,144.28,30.88,113.4
OI0000682,O000466,P0007,1,340.81,62.27,278.54
OI0000683,O000467,P0023,2,295.85,150.05,441.65
OI0000684,O000468,P0022,1,340.39,113.39,227.0
OI0000685,O000468,P0009,1,344.95,36.47,308.48
OI0000686,O000469,P0008,1,205.45,62.39,143.06
OI0000687,O000470,P0004,1,209.53,49.73,159.8
OI0000688,O000470,P0034,1,284.16,35.93,248.23
OI0000689,O000470,P0030,1,84.85,16.47,68.38
OI0000690,O000471,P0046,1,219.83,25.41,194.42
OI0000691,O000472,P0005,1,103.03,19.59,83.44
OI0000692,O000473,P0030,1,84.85,15.92,68.93
OI0000693,O000473,P0031,1,10.46,1.65,8.81
OI0000694,O000474,P0078,1,287.9,41.98,245.92
OI0000695,O000475,P0048,1,164.37,25.6,138.77
OI0000696,O000475,P0052,1,326.66,57.41,269.25
OI0000697,O000476,P0016,1,262.79,51.63,211.16
OI0000698,O000477,P0022,1,340.39,27.46,312.93
OI0000699,O000478,P0066,1,240.4,29.01,211.39
OI0000700,O000479,P0079,1,58.4,5.18,53.22
OI0000701,O000479,P0008,1,205.45,0.0,205.45
OI0000702,O000480,P0047,1,77.86,25.26,52.6
OI0000703,O000481,P0053,1,261.91,27.16,234.75
OI0000704,O000482,P0024,1,192.47,36.82,155.65
OI0000705,O000483,P0022,1,340.39,33.6,306.79
OI0000706,O000483,P0067,1,69.07,14.46,54.61
OI0000707,O000484,P0075,1,111.93,7.08,104.85
OI0000708,O000484,P0034,2,284.16,51.03,517.29
OI0000709,O000485,P0005,1,103.03,11.16,91.87
OI0000710,O000486,P0044,1,27.45,4.31,23.14
OI0000711,O000487,P0027,2,233.63,86.52,380.74
OI0000712,O000488,P0075,1,111.93,13.11,98.82
OI0000713,O000488,P0032,1,302.0,56.97,245.03
OI0000714,O000489,P0040,1,81.1,8.34,72.76
OI0000715,O000489,P0038,2,159.55,16.91,302.19
OI0000716,O000490,P0047,1,77.86,15.46,62.4
OI0000717,O000490,P0015,2,143.31,16.43,270.19
OI0000718,O000491,P0045,1,146.09,5.38,140.71
OI0000719,O000491,P0079,1,58.4,5.51,52.89
OI0000720,O000492,P0002,1,209.95,14.17,195.78
OI0000721,O000492,P0033,1,192.42,39.75,152.67
OI0000722,O000493,P0056,2,225.89,53.98,397.8
OI0000723,O000494,P0053,2,261.91,107.3,416.52
OI0000724,O000494,P0058,1,207.22,13.2,194.02
OI0000725,O000494,P0019,1,139.59,27.4,112.19
OI0000726,O000495,P0076,1,159.09,21.9,137.19
OI0000727,O000496,P0046,1,219.83,9.64,210.19
OI0000728,O000497,P0039,1,339.4,63.27,276.13
OI0000729,O000497,P0055,1,39.57,6.19,33.38
OI0000730,O000498,P0022,1,340.39,29.46,310.93
OI0000731,O000499,P0055,1,39.57,0.28,39.29
OI0000732,O000500,P0039,1,339.4,35.43,303.97
OI0000733,O000501,P0013,1,296.26,4.62,291.64
OI0000734,O000502,P0058,2,207.22,72.36,342.08
OI0000735,O000503,P0023,1,295.85,32.69,263.16
OI0000736,O000504,P0008,1,205.45,41.51,163.94
OI0000737,O000505,P0039,2,339.4,153.96,524.84
OI0000738,O000506,P0058,1,207.22,20.89,186.33
OI0000739,O000507,P0005,1,103.03,14.28,88.75
OI0000740,O000508,P0053,1,261.91,48.92,212.99
OI0000741,O000509,P0047,1,77.86,10.44,67.42
OI0000742,O000509,P0040,1,81.1,16.41,64.69
OI0000743,O000509,P0022,2,340.39,204.86,475.92
OI0000744,O000510,P0053,1,261.91,25.58,236.33
OI0000745,O000510,P0053,1,261.91,39.77,222.14
OI0000746,O000511,P0052,1,326.66,54.07,272.59
OI0000747,O000512,P0047,1,77.86,3.02,74.84
OI0000748,O000513,P0065,1,144.28,15.77,128.51
OI0000749,O000514,P0042,1,60.94,9.43,51.51
OI0000750,O000514,P0016,1,262.79,27.84,234.95
OI0000751,O000515,P0028,1,337.81,81.19,256.62
OI0000752,O000515,P0051,2,217.19,81.48,352.9
OI0000753,O000515,P0062,2,282.36,48.17,516.55
OI0000754,O000516,P0066,2,240.4,101.05,379.75
OI0000755,O000517,P0030,1,84.85,17.02,67.83
OI0000756,O000518,P0046,2,219.83,77.08,362.58
OI0000757,O000519,P0006,2,130.77,21.0,240.54
OI0000758,O000520,P0005,2,103.03,23.21,182.85
OI0000759,O000521,P0069,3,139.74,32.95,386.27
OI0000760,O000522,P0026,1,37.29,0.0,37.29
OI0000761,O000523,P0056,1,225.89,16.3,209.59
OI0000762,O000524,P0064,1,127.58,29.41,98.17
OI0000763,O000525,P0065,1,144.28,27.03,117.25
OI0000764,O000525,P0033,2,192.42,28.06,356.78
OI0000765,O000525,P0045,1,146.09,17.59,128.5
OI0000766,O000526,P0033,1,192.42,31.49,160.93
OI0000767,O000527,P0025,1,14.66,2.58,12.08
OI0000768,O000527,P0015,2,143.31,69.71,216.91
OI0000769,O000528,P0033,1,192.42,38.16,154.26
OI0000770,O000529,P0019,1,139.59,15.43,124.16
OI0000771,O000529,P0016,1,262.79,39.25,223.54
OI0000772,O000529,P0044,1,27.45,6.97,20.48
OI0000773,O000530,P0065,3,144.28,37.77,395.07
OI0000774,O000531,P0010,1,63.63,14.19,49.44
OI0000775,O000532,P0004,2,209.53,75.06,344.0
OI0000776,O000533,P0011,1,216.32,49.12,167.2
OI0000777,O000534,P0058,1,207.22,58.05,149.17
OI0000778,O000535,P0058,1,207.22,62.53,144.69
OI0000779,O000535,P0008,1,205.45,10.53,194.92
OI0000780,O000535,P0013,1,296.26,43.63,252.63
OI0000781,O000536,P0013,1,296.26,36.3,259.96
OI0000782,O000537,P0024,1,192.47,14.44,178.03
OI0000783,O000538,P0025,1,14.66,2.12,12.54
OI0000784,O000538,P0010,1,63.63,6.15,57.48
OI0000785,O000539,P0034,1,284.16,40.31,243.85
OI0000786,O000540,P0059,1,315.43,71.65,243.78
OI0000787,O000540,P0075,1,111.93,17.99,93.94
OI0000788,O000541,P0018,1,302.5,35.36,267.14
OI0000789,O000542,P0043,2,263.81,59.73,467.89
OI0000790,O000543,P0019,1,139.59,23.47,116.12
OI0000791,O000544,P0067,1,69.07,12.07,57.0
OI0000792,O000544,P0047,1,77.86,17.22,60.64
OI0000793,O000545,P0077,2,233.33,61.89,404.77
OI0000794,O000546,P0020,1,240.66,21.5,219.16
OI0000795,O000546,P0020,1,240.66,32.12,208.54
OI0000796,O000546,P0039,1,339.4,43.34,296.06
OI0000797,O000547,P0005,1,103.03,16.95,86.08
OI0000798,O000548,P0030,1,84.85,15.26,69.59
OI0000799,O000548,P0031,1,10.46,1.05,9.41
OI0000800,O000549,P0027,2,233.63,66.99,400.27
OI0000801,O000549,P0061,1,309.44,50.67,258.77
OI0000802,O000550,P0056,1,225.89,18.14,207.75
OI0000803,O000551,P0024,1,192.47,28.16,164.31
OI0000804,O000552,P0059,1,315.43,18.22,297.21
OI0000805,O000553,P0058,1,207.22,29.77,177.45
OI0000806,O000553,P0043,2,263.81,80.69,446.93
OI0000807,O000554,P0076,1,159.09,18.94,140.15
OI0000808,O000555,P0061,1,309.44,38.19,271.25
OI0000809,O000556,P0024,1,192.47,32.25,160.22
OI0000810,O000557,P0044,1,27.45,5.23,22.22
OI0000811,O000558,P0002,1,209.95,13.8,196.15
OI0000812,O000559,P0033,1,192.42,27.69,164.73
OI0000813,O000560,P0045,1,146.09,17.62,128.47
OI0000814,O000560,P0056,1,225.89,29.5,196.39
OI0000815,O000561,P0071,1,31.93,3.81,28.12
OI0000816,O000562,P0068,1,126.22,15.3,110.92
OI0000817,O000563,P0035,1,148.6,7.4,141.2
OI0000818,O000564,P0066,2,240.4,67.45,413.35
OI0000819,O000565,P0029,1,348.34,17.74,330.6
OI0000820,O000565,P0062,1,282.36,47.78,234.58
OI0000821,O000566,P0074,1,239.64,0.0,239.64
OI0000822,O000567,P0073,1,246.45,18.09,228.36
OI0000823,O000568,P0035,1,148.6,0.0,148.6
OI0000824,O000569,P0058,1,207.22,20.52,186.7
OI0000825,O000570,P0066,1,240.4,3.19,237.21
OI0000826,O000570,P0028,1,337.81,11.0,326.81
OI0000827,O000570,P0014,1,99.57,3.42,96.15
OI0000828,O000571,P0035,1,148.6,0.0,148.6
OI0000829,O000572,P0057,2,199.83,0.0,399.66
OI0000830,O000572,P0042,1,60.94,4.29,56.65
OI0000831,O000573,P0024,1,192.47,12.04,180.43
OI0000832,O000573,P0021,1,46.15,2.43,43.72
OI0000833,O000573,P0053,2,261.91,17.87,505.95
OI0000834,O000574,P0001,1,16.55,1.1,15.45
OI0000835,O000574,P0006,1,130.77,4.97,125.8
OI0000836,O000575,P0050,1,308.71,18.4,290.31
OI0000837,O000575,P0050,1,308.71,38.72,269.99
OI0000838,O000576,P0071,1,31.93,1.73,30.2
OI0000839,O000577,P0029,1,348.34,36.47,311.87
OI0000840,O000578,P0033,1,192.42,43.16,149.26
OI0000841,O000578,P0047,1,77.86,16.46,61.4
OI0000842,O000579,P0061,1,309.44,66.01,243.43
OI0000843,O000580,P0049,1,33.06,4.21,28.85
OI0000844,O000580,P0007,1,340.81,26.69,314.12
OI0000845,O000580,P0002,1,209.95,36.07,173.88
OI0000846,O000581,P0006,1,130.77,30.39,100.38
OI0000847,O000582,P0036,1,28.73,2.64,26.09
OI0000848,O000582,P0019,1,139.59,8.48,131.11
OI0000849,O000583,P0027,1,233.63,51.07,182.56
OI0000850,O000584,P0056,1,225.89,32.85,193.04
OI0000851,O000585,P0064,3,127.58,80.16,302.58
OI0000852,O000585,P0042,1,60.94,10.25,50.69
OI0000853,O000586,P0080,1,163.75,33.95,129.8
OI0000854,O000587,P0042,1,60.94,18.56,42.38
OI0000855,O000588,P0079,1,58.4,15.91,42.49
OI0000856,O000589,P0021,1,46.15,9.27,36.88
OI0000857,O000589,P0067,1,69.07,9.61,59.46
OI0000858,O000590,P0041,1,98.7,10.99,87.71
OI0000859,O000590,P0013,1,296.26,86.99,209.27
OI0000860,O000591,P0047,1,77.86,12.18,65.68
OI0000861,O000592,P0028,1,337.81,36.06,301.75
OI0000862,O000593,P0050,1,308.71,52.19,256.52
OI0000863,O000593,P0063,1,138.83,32.05,106.78
OI0000864,O000593,P0004,1,209.53,30.35,179.18
OI0000865,O000594,P0042,2,60.94,16.95,104.93
OI0000866,O000595,P0045,1,146.09,11.1,134.99
OI0000867,O000595,P0030,1,84.85,16.65,68.2
OI0000868,O000596,P0031,1,10.46,1.51,8.95
OI0000869,O000597,P0016,1,262.79,70.67,192.12
OI0000870,O000598,P0021,1,46.15,7.73,38.42
OI0000871,O000598,P0005,1,103.03,20.97,82.06
OI0000872,O000599,P0056,1,225.89,18.87,207.02
OI0000873,O000599,P0065,1,144.28,11.83,132.45
OI0000874,O000600,P0003,1,199.95,16.39,183.56
OI0000875,O000601,P0021,1,46.15,5.9,40.25
OI0000876,O000601,P0027,1,233.63,36.61,197.02
OI0000877,O000602,P0030,1,84.85,11.95,72.9
OI0000878,O000602,P0030,1,84.85,18.51,66.34
OI0000879,O000603,P0028,1,337.81,39.86,297.95
OI0000880,O000604,P0078,1,287.9,0.0,287.9
OI0000881,O000605,P0057,1,199.83,49.92,149.91
OI0000882,O000606,P0056,2,225.89,32.52,419.26
OI0000883,O000606,P0066,1,240.4,14.82,225.58
OI0000884,O000606,P0057,1,199.83,38.29,161.54
OI0000885,O000607,P0067,1,69.07,19.82,49.25
OI0000886,O000608,P0024,1,192.47,43.75,148.72
OI0000887,O000608,P0021,1,46.15,9.42,36.73
OI0000888,O000608,P0048,1,164.37,40.32,124.05
OI0000889,O000609,P0006,1,130.77,25.41,105.36
OI0000890,O000609,P0022,1,340.39,30.98,309.41
OI0000891,O000610,P0069,1,139.74,35.6,104.14
OI0000892,O000610,P0064,1,127.58,12.92,114.66
OI0000893,O000610,P0017,1,131.8,5.41,126.39
OI0000894,O000611,P0023,1,295.85,44.2,251.65
OI0000895,O000612,P0049,1,33.06,9.08,23.98
OI0000896,O000613,P0050,1,308.71,53.18,255.53
OI0000897,O000613,P0024,1,192.47,21.41,171.06
OI0000898,O000614,P0052,1,326.66,36.91,289.75
OI0000899,O000614,P0021,1,46.15,2.35,43.8
OI0000900,O000615,P0040,1,81.1,14.58,66.52
OI0000901,O000615,P0040,1,81.1,17.63,63.47
OI0000902,O000616,P0040,1,81.1,12.58,68.52
OI0000903,O000617,P0005,1,103.03,14.5,88.53
OI0000904,O000617,P0073,2,246.45,34.49,458.41
OI0000905,O000618,P0027,1,233.63,39.8,193.83
OI0000906,O000619,P0061,1,309.44,52.38,257.06
OI0000907,O000619,P0031,1,10.46,1.92,8.54
OI0000908,O000619,P0030,2,84.85,0.0,169.7
OI0000909,O000620,P0032,1,302.0,0.0,302.0
OI0000910,O000620,P0033,1,192.42,22.33,170.09
OI0000911,O000620,P0031,1,10.46,1.91,8.55
OI0000912,O000621,P0010,1,63.63,5.56,58.07
OI0000913,O000622,P0079,2,58.4,0.0,116.8
OI0000914,O000622,P0031,2,10.46,3.91,17.01
OI0000915,O000623,P0015,1,143.31,15.13,128.18
OI0000916,O000623,P0077,2,233.33,38.64,428.02
OI0000917,O000624,P0036,2,28.73,11.1,46.36
OI0000918,O000624,P0031,1,10.46,1.72,8.74
OI0000919,O000625,P0065,1,144.28,0.0,144.28
OI0000920,O000626,P0079,1,58.4,5.74,52.66
OI0000921,O000626,P0031,1,10.46,0.96,9.5
OI0000922,O000627,P0005,2,103.03,22.46,183.6
OI0000923,O000628,P0033,1,192.42,0.0,192.42
OI0000924,O000628,P0033,1,192.42,10.3,182.12
OI0000925,O000628,P0036,1,28.73,0.73,28.0
OI0000926,O000629,P0079,2,58.4,2.06,114.74
OI0000927,O000629,P0023,2,295.85,0.0,591.7
OI0000928,O000630,P0065,1,144.28,0.99,143.29
OI0000929,O000631,P0031,1,10.46,1.29,9.17
OI0000930,O000632,P0031,1,10.46,0.19,10.27
OI0000931,O000633,P0035,1,148.6,9.21,139.39
OI0000932,O000633,P0074,1,239.64,31.51,208.13
OI0000933,O000634,P0065,3,144.28,0.0,432.84
OI0000934,O000635,P0030,1,84.85,2.67,82.18
OI0000935,O000636,P0033,1,192.42,43.26,149.16
OI0000936,O000637,P0047,1,77.86,0.0,77.86
OI0000937,O000638,P0065,1,144.28,28.08,116.2
OI0000938,O000638,P0016,1,262.79,0.11,262.68
OI0000939,O000638,P0065,2,144.28,5.24,283.32
OI0000940,O000639,P0016,2,262.79,59.32,466.26
OI0000941,O000640,P0036,1,28.73,8.24,20.49
OI0000942,O000641,P0051,1,217.19,35.57,181.62
OI0000943,O000642,P0024,1,192.47,19.2,173.27
OI0000944,O000642,P0032,2,302.0,106.99,497.01
OI0000945,O000643,P0074,1,239.64,36.51,203.13
OI0000946,O000644,P0056,2,225.89,43.17,408.61
OI0000947,O000645,P0005,2,103.03,35.39,170.67
OI0000948,O000645,P0021,1,46.15,4.3,41.85
OI0000949,O000646,P0025,1,14.66,2.12,12.54
OI0000950,O000646,P0021,1,46.15,2.31,43.84
OI0000951,O000647,P0057,1,199.83,43.79,156.04
OI0000952,O000648,P0080,1,163.75,24.64,139.11
OI0000953,O000649,P0071,1,31.93,3.75,28.18
OI0000954,O000649,P0063,1,138.83,20.79,118.04
OI0000955,O000650,P0061,1,309.44,8.89,300.55
OI0000956,O000650,P0061,1,309.44,32.67,276.77
OI0000957,O000651,P0055,1,39.57,2.64,36.93
OI0000958,O000652,P0037,1,55.94,9.24,46.7
OI0000959,O000653,P0070,1,185.81,20.3,165.51
OI0000960,O000654,P0046,1,219.83,29.44,190.39
OI0000961,O000654,P0020,1,240.66,26.23,214.43
OI0000962,O000655,P0056,1,225.89,22.62,203.27
OI0000963,O000656,P0043,3,263.81,180.88,610.55
OI0000964,O000657,P0055,1,39.57,1.72,37.85
OI0000965,O000657,P0074,1,239.64,0.0,239.64
OI0000966,O000658,P0042,1,60.94,9.46,51.48
OI0000967,O000659,P0025,1,14.66,2.63,12.03
OI0000968,O000659,P0051,1,217.19,46.85,170.34
OI0000969,O000659,P0037,1,55.94,11.85,44.09
OI0000970,O000660,P0004,1,209.53,28.44,181.09
OI0000971,O000661,P0076,1,159.09,29.95,129.14
OI0000972,O000662,P0008,1,205.45,19.04,186.41
OI0000973,O000663,P0058,1,207.22,27.91,179.31
OI0000974,O000663,P0008,1,205.45,4.48,200.97
OI0000975,O000664,P0042,1,60.94,6.52,54.42
OI0000976,O000665,P0005,1,103.03,11.5,91.53
OI0000977,O000665,P0078,2,287.9,34.31,541.49
OI0000978,O000666,P0013,2,296.26,30.23,562.29
OI0000979,O000666,P0021,2,46.15,9.02,83.28
OI0000980,O000666,P0050,3,308.71,128.06,798.07
OI0000981,O000667,P0021,2,46.15,11.12,81.18
OI0000982,O000668,P0060,1,341.05,29.73,311.32
OI0000983,O000669,P0008,2,205.45,31.22,379.68
OI0000984,O000670,P0054,1,77.63,0.0,77.63
OI0000985,O000671,P0068,1,126.22,21.76,104.46
OI0000986,O000672,P0017,1,131.8,19.33,112.47
OI0000987,O000673,P0007,1,340.81,106.66,234.15
OI0000988,O000674,P0058,1,207.22,55.95,151.27
OI0000989,O000674,P0008,1,205.45,52.91,152.54
OI0000990,O000675,P0077,3,233.33,169.04,530.95
OI0000991,O000676,P0056,1,225.89,64.71,161.18
OI0000992,O000676,P0057,1,199.83,41.38,158.45
OI0000993,O000677,P0010,1,63.63,7.35,56.28
OI0000994,O000678,P0046,1,219.83,31.72,188.11
OI0000995,O000678,P0054,3,77.63,30.45,202.44
