event_id,customer_id,session_id,event_timestamp,event_type,page,product_id,device,referrer
E00000831,C00016,S0000195,2025-08-26 14:47:58,review_view,Reviews,P0059,Desktop,Affiliate
E00000832,C00016,S0000195,2025-08-26 14:50:34,add_to_cart,Cart,P0059,Desktop,Affiliate
E00000833,C00016,S0000196,2026-04-02 01:33:14,page_view,Home,,Desktop,Email
E00000834,C00016,S0000196,2026-04-02 01:35:22,search,Search,,Desktop,Email
E00000835,C00016,S0000196,2026-04-02 01:39:05,page_view,Category,,Desktop,Email
E00000836,C00016,S0000196,2026-04-02 01:41:36,product_view,Product,P0020,Desktop,Email
E00000837,C00017,S0000197,2025-07-03 15:05:17,page_view,Home,,Desktop,Email
E00000838,C00017,S0000197,2025-07-03 15:08:06,search,Search,,Desktop,Email
E00000839,C00017,S0000197,2025-07-03 15:09:03,page_view,Category,,Desktop,Email
E00000840,C00017,S0000197,2025-07-03 15:10:53,product_view,Product,P0077,Desktop,Email
E00000841,C00017,S0000198,2025-10-19 09:40:10,page_view,Home,,Mobile,Email
E00000842,C00017,S0000198,2025-10-19 09:43:18,search,Search,,Mobile,Email
E00000843,C00017,S0000198,2025-10-19 09:45:56,page_view,Category,,Mobile,Email
E00000844,C00017,S0000198,2025-10-19 09:47:47,product_view,Product,P0077,Mobile,Email
E00000845,C00017,S0000199,2026-06-24 20:03:36,page_view,Home,,Mobile,Bing
E00000846,C00017,S0000199,2026-06-24 20:07:34,search,Search,,Mobile,Bing
E00000847,C00017,S0000199,2026-06-24 20:11:25,page_view,Category,,Mobile,Bing
E00000848,C00017,S0000199,2026-06-24 20:11:58,product_view,Product,P0044,Mobile,Bing
E00000849,C00017,S0000200,2025-09-12 21:25:57,page_view,Home,,Desktop,Direct
E00000850,C00017,S0000200,2025-09-12 21:28:44,search,Search,,Desktop,Direct
E00000851,C00017,S0000201,2025-02-14 21:50:28,page_view,Home,,Desktop,Instagram
E00000852,C00017,S0000201,2025-02-14 21:51:41,search,Search,,Desktop,Instagram
E00000853,C00017,S0000201,2025-02-14 21:54:49,page_view,Category,,Desktop,Instagram
E00000854,C00017,S0000201,2025-02-14 21:56:36,product_view,Product,P0077,Desktop,Instagram
E00000855,C00017,S0000201,2025-02-14 21:56:57,review_view,Reviews,P0044,Desktop,Instagram
E00000856,C00017,S0000201,2025-02-14 21:57:36,add_to_cart,Cart,P0024,Desktop,Instagram
E00000857,C00017,S0000201,2025-02-14 21:59:47,checkout_start,Checkout,P0024,Desktop,Instagram
E00000858,C00017,S0000201,2025-02-14 22:01:45,purchase,Checkout,P0077,Desktop,Instagram
E00000859,C00017,S0000202,2024-12-01 08:17:53,page_view,Home,,Desktop,Email
E00000860,C00017,S0000202,2024-12-01 08:18:56,search,Search,,Desktop,Email
E00000861,C00017,S0000202,2024-12-01 08:20:53,page_view,Category,,Desktop,Email
E00000862,C00017,S0000202,2024-12-01 08:22:23,product_view,Product,P0027,Desktop,Email
E00000863,C00017,S0000202,2024-12-01 08:24:18,review_view,Reviews,P0077,Desktop,Email
E00000864,C00017,S0000202,2024-12-01 08:27:13,add_to_cart,Cart,P0027,Desktop,Email
E00000865,C00017,S0000203,2025-01-09 18:46:32,page_view,Home,,Mobile,Instagram
E00000866,C00017,S0000203,2025-01-09 18:46:43,search,Search,,Mobile,Instagram
E00000867,C00017,S0000203,2025-01-09 18:47:05,page_view,Category,,Mobile,Instagram
E00000868,C00017,S0000203,2025-01-09 18:47:21,product_view,Product,P0061,Mobile,Instagram
E00000869,C00017,S0000204,2026-05-08 10:58:45,page_view,Home,,Tablet,Bing
E00000870,C00017,S0000204,2026-05-08 10:59:07,search,Search,,Tablet,Bing
E00000871,C00017,S0000204,2026-05-08 11:00:32,page_view,Category,,Tablet,Bing
E00000872,C00017,S0000204,2026-05-08 11:02:18,product_view,Product,P0056,Tablet,Bing
E00000873,C00017,S0000204,2026-05-08 11:05:22,review_view,Reviews,P0044,Tablet,Bing
E00000874,C00017,S0000204,2026-05-08 11:08:53,add_to_cart,Cart,P0077,Tablet,Bing
E00000875,C00017,S0000205,2026-04-22 22:21:59,page_view,Home,,Mobile,Email
E00000876,C00017,S0000205,2026-04-22 22:23:16,search,Search,,Mobile,Email
E00000877,C00017,S0000205,2026-04-22 22:24:07,page_view,Category,,Mobile,Email
E00000878,C00017,S0000205,2026-04-22 22:24:20,product_view,Product,P0044,Mobile,Email
E00000879,C00017,S0000206,2025-08-17 15:29:18,page_view,Home,,Mobile,Facebook
E00000880,C00017,S0000206,2025-08-17 15:29:35,search,Search,,Mobile,Facebook
E00000881,C00017,S0000206,2025-08-17 15:32:11,page_view,Category,,Mobile,Facebook
E00000882,C00017,S0000206,2025-08-17 15:34:16,product_view,Product,P0044,Mobile,Facebook
E00000883,C00017,S0000206,2025-08-17 15:37:42,review_view,Reviews,P0044,Mobile,Facebook
E00000884,C00017,S0000206,2025-08-17 15:38:48,add_to_cart,Cart,P0027,Mobile,Facebook
E00000885,C00017,S0000207,2026-03-01 22:10:47,page_view,Home,,Desktop,Bing
E00000886,C00017,S0000207,2026-03-01 22:14:21,add_to_cart,Cart,P0056,Desktop,Bing
E00000887,C00017,S0000207,2026-03-01 22:18:15,checkout_start,Checkout,P0056,Desktop,Bing
E00000888,C00017,S0000207,2026-03-01 22:21:45,purchase,Checkout,P0027,Desktop,Bing
E00000889,C00017,S0000208,2025-04-05 15:16:19,page_view,Home,,Mobile,Affiliate
E00000890,C00017,S0000208,2025-04-05 15:19:03,search,Search,,Mobile,Affiliate
E00000891,C00017,S0000208,2025-04-05 15:21:48,page_view,Category,,Mobile,Affiliate
E00000892,C00017,S0000209,2025-09-19 08:20:53,page_view,Home,,Desktop,Instagram
E00000893,C00017,S0000209,2025-09-19 08:24:42,search,Search,,Desktop,Instagram
E00000894,C00017,S0000209,2025-09-19 08:25:39,page_view,Category,,Desktop,Instagram
E00000895,C00017,S0000209,2025-09-19 08:26:19,product_view,Product,P0027,Desktop,Instagram
E00000896,C00017,S0000209,2025-09-19 08:27:07,review_view,Reviews,P0044,Desktop,Instagram
E00000897,C00017,S0000209,2025-09-19 08:28:03,add_to_cart,Cart,P0056,Desktop,Instagram
E00000898,C00017,S0000209,2025-09-19 08:30:02,checkout_start,Checkout,P0056,Desktop,Instagram
E00000899,C00017,S0000209,2025-09-19 08:33:09,purchase,Checkout,P0077,Desktop,Instagram
E00000900,C00017,S0000210,2026-01-27 11:18:50,page_view,Home,,Mobile,Instagram
E00000901,C00017,S0000210,2026-01-27 11:19:26,search,Search,,Mobile,Instagram
E00000902,C00017,S0000210,2026-01-27 11:19:56,page_view,Category,,Mobile,Instagram
E00000903,C00017,S0000210,2026-01-27 11:20:51,product_view,Product,P0044,Mobile,Instagram
E00000904,C00018,S0000211,2026-02-16 03:24:03,page_view,Home,,Mobile,Bing
E00000905,C00018,S0000211,2026-02-16 03:27:37,search,Search,,Mobile,Bing
E00000906,C00018,S0000211,2026-02-16 03:29:59,page_view,Category,,Mobile,Bing
E00000907,C00018,S0000212,2026-05-01 02:13:11,page_view,Home,,Mobile,Direct
E00000908,C00018,S0000213,2026-06-21 18:48:30,page_view,Home,,Mobile,Facebook
E00000909,C00018,S0000213,2026-06-21 18:49:30,search,Search,,Mobile,Facebook
E00000910,C00018,S0000213,2026-06-21 18:53:23,page_view,Category,,Mobile,Facebook
E00000911,C00018,S0000213,2026-06-21 18:53:53,product_view,Product,P0020,Mobile,Facebook
E00000912,C00018,S0000213,2026-06-21 18:56:30,review_view,Reviews,P0070,Mobile,Facebook
E00000913,C00018,S0000213,2026-06-21 19:00:25,add_to_cart,Cart,P0043,Mobile,Facebook
E00000914,C00018,S0000214,2026-05-15 00:31:39,page_view,Home,,Mobile,Affiliate
E00000915,C00018,S0000214,2026-05-15 00:35:11,search,Search,,Mobile,Affiliate
E00000916,C00018,S0000214,2026-05-15 00:36:28,page_view,Category,,Mobile,Affiliate
E00000917,C00018,S0000214,2026-05-15 00:40:16,product_view,Product,P0020,Mobile,Affiliate
E00000918,C00018,S0000214,2026-05-15 00:43:09,review_view,Reviews,P0046,Mobile,Affiliate
E00000919,C00018,S0000214,2026-05-15 00:43:38,add_to_cart,Cart,P0020,Mobile,Affiliate
E00000920,C00018,S0000215,2026-02-19 06:03:33,page_view,Home,,Mobile,Email
E00000921,C00018,S0000216,2026-05-24 12:31:17,page_view,Home,,Mobile,Instagram
E00000922,C00018,S0000216,2026-05-24 12:34:39,search,Search,,Mobile,Instagram
E00000923,C00018,S0000217,2026-06-07 01:46:47,page_view,Home,,Desktop,Google
E00000924,C00018,S0000217,2026-06-07 01:48:04,search,Search,,Desktop,Google
E00000925,C00018,S0000217,2026-06-07 01:50:25,page_view,Category,,Desktop,Google
E00000926,C00018,S0000217,2026-06-07 01:51:19,product_view,Product,P0039,Desktop,Google
E00000927,C00018,S0000218,2026-02-23 04:33:29,page_view,Home,,Mobile,Bing
E00000928,C00018,S0000218,2026-02-23 04:34:43,search,Search,,Mobile,Bing
E00000929,C00018,S0000218,2026-02-23 04:36:25,page_view,Category,,Mobile,Bing
E00000930,C00018,S0000218,2026-02-23 04:39:59,product_view,Product,P0039,Mobile,Bing
E00000931,C00018,S0000218,2026-02-23 04:40:21,review_view,Reviews,P0003,Mobile,Bing
E00000932,C00018,S0000219,2026-05-11 09:19:12,page_view,Home,,Desktop,Bing
E00000933,C00018,S0000219,2026-05-11 09:19:59,search,Search,,Desktop,Bing
E00000934,C00018,S0000219,2026-05-11 09:23:51,page_view,Category,,Desktop,Bing
E00000935,C00018,S0000220,2026-03-13 02:49:37,page_view,Home,,Mobile,Affiliate
E00000936,C00018,S0000221,2026-04-05 19:36:28,page_view,Home,,Tablet,Affiliate
E00000937,C00018,S0000221,2026-04-05 19:39:45,search,Search,,Tablet,Affiliate
E00000938,C00018,S0000221,2026-04-05 19:43:23,page_view,Category,,Tablet,Affiliate
E00000939,C00018,S0000221,2026-04-05 19:43:54,product_view,Product,P0055,Tablet,Affiliate
E00000940,C00018,S0000221,2026-04-05 19:45:56,review_view,Reviews,P0046,Tablet,Affiliate
E00000941,C00018,S0000222,2026-03-15 08:52:51,page_view,Home,,Desktop,Google
E00000942,C00018,S0000222,2026-03-15 08:53:44,search,Search,,Desktop,Google
E00000943,C00018,S0000222,2026-03-15 08:54:01,page_view,Category,,Desktop,Google
E00000944,C00018,S0000222,2026-03-15 08:55:00,product_view,Product,P0059,Desktop,Google
E00000945,C00018,S0000222,2026-03-15 08:57:27,review_view,Reviews,P0046,Desktop,Google
E00000946,C00018,S0000223,2026-03-06 02:39:23,page_view,Home,,Mobile,Facebook
E00000947,C00018,S0000223,2026-03-06 02:42:58,search,Search,,Mobile,Facebook
E00000948,C00018,S0000223,2026-03-06 02:46:44,page_view,Category,,Mobile,Facebook
E00000949,C00018,S0000223,2026-03-06 02:47:11,product_view,Product,P0070,Mobile,Facebook
E00000950,C00018,S0000223,2026-03-06 02:50:41,review_view,Reviews,P0046,Mobile,Facebook
E00000951,C00018,S0000223,2026-03-06 02:51:54,add_to_cart,Cart,P0003,Mobile,Facebook
E00000952,C00018,S0000224,2026-03-28 11:59:44,page_view,Home,,Mobile,Email
E00000953,C00018,S0000224,2026-03-28 12:01:17,search,Search,,Mobile,Email
E00000954,C00018,S0000224,2026-03-28 12:04:31,page_view,Category,,Mobile,Email
E00000955,C00018,S0000224,2026-03-28 12:07:00,product_view,Product,P0059,Mobile,Email
E00000956,C00018,S0000224,2026-03-28 12:10:42,review_view,Reviews,P0020,Mobile,Email
E00000957,C00018,S0000224,2026-03-28 12:12:00,add_to_cart,Cart,P0070,Mobile,Email
E00000958,C00018,S0000224,2026-03-28 12:15:58,checkout_start,Checkout,P0032,Mobile,Email
E00000959,C00018,S0000224,2026-03-28 12:17:32,purchase,Checkout,P0032,Mobile,Email
E00000960,C00018,S0000225,2026-04-10 00:29:07,page_view,Home,,Desktop,Affiliate
E00000961,C00019,S0000226,2025-08-13 16:04:20,page_view,Home,,Desktop,Email
E00000962,C00019,S0000226,2025-08-13 16:05:58,search,Search,,Desktop,Email
E00000963,C00019,S0000226,2025-08-13 16:06:52,page_view,Category,,Desktop,Email
E00000964,C00019,S0000226,2025-08-13 16:08:13,product_view,Product,P0037,Desktop,Email
E00000965,C00019,S0000227,2025-03-21 13:08:54,page_view,Home,,Desktop,Google
E00000966,C00019,S0000227,2025-03-21 13:11:20,search,Search,,Desktop,Google
E00000967,C00019,S0000228,2025-07-09 02:26:36,page_view,Home,,Mobile,Email
E00000968,C00019,S0000228,2025-07-09 02:27:13,search,Search,,Mobile,Email
E00000969,C00019,S0000228,2025-07-09 02:27:26,page_view,Category,,Mobile,Email
E00000970,C00019,S0000228,2025-07-09 02:30:20,product_view,Product,P0040,Mobile,Email
E00000971,C00019,S0000229,2025-03-07 23:28:25,page_view,Home,,Mobile,Facebook
E00000972,C00019,S0000229,2025-03-07 23:31:24,search,Search,,Mobile,Facebook
E00000973,C00019,S0000229,2025-03-07 23:32:39,page_view,Category,,Mobile,Facebook
E00000974,C00019,S0000229,2025-03-07 23:36:32,product_view,Product,P0076,Mobile,Facebook
E00000975,C00019,S0000229,2025-03-07 23:39:50,review_view,Reviews,P0042,Mobile,Facebook
E00000976,C00019,S0000230,2026-04-02 20:41:24,page_view,Home,,Mobile,Email
E00000977,C00019,S0000230,2026-04-02 20:45:20,search,Search,,Mobile,Email
E00000978,C00019,S0000230,2026-04-02 20:49:17,page_view,Category,,Mobile,Email
E00000979,C00019,S0000230,2026-04-02 20:52:42,product_view,Product,P0004,Mobile,Email
E00000980,C00019,S0000231,2025-05-13 11:28:22,page_view,Home,,Desktop,Direct
E00000981,C00019,S0000231,2025-05-13 11:32:06,search,Search,,Desktop,Direct
E00000982,C00019,S0000231,2025-05-13 11:34:11,page_view,Category,,Desktop,Direct
E00000983,C00019,S0000231,2025-05-13 11:37:15,product_view,Product,P0025,Desktop,Direct
E00000984,C00019,S0000232,2025-03-20 13:45:41,page_view,Home,,Desktop,Facebook
E00000985,C00019,S0000232,2025-03-20 13:49:02,search,Search,,Desktop,Facebook
E00000986,C00019,S0000233,2025-07-29 09:14:49,page_view,Home,,Mobile,Facebook
E00000987,C00019,S0000233,2025-07-29 09:15:56,search,Search,,Mobile,Facebook
E00000988,C00019,S0000234,2026-03-02 16:22:48,page_view,Home,,Mobile,Direct
E00000989,C00019,S0000234,2026-03-02 16:23:26,search,Search,,Mobile,Direct
E00000990,C00019,S0000235,2026-04-26 20:01:54,page_view,Home,,Desktop,Facebook
E00000991,C00019,S0000235,2026-04-26 20:02:48,search,Search,,Desktop,Facebook
E00000992,C00019,S0000235,2026-04-26 20:05:10,page_view,Category,,Desktop,Facebook
E00000993,C00019,S0000235,2026-04-26 20:09:01,product_view,Product,P0076,Desktop,Facebook
E00000994,C00019,S0000236,2024-08-23 21:06:27,page_view,Home,,Mobile,Direct
E00000995,C00019,S0000236,2024-08-23 21:07:06,search,Search,,Mobile,Direct
E00000996,C00019,S0000236,2024-08-23 21:07:19,page_view,Category,,Mobile,Direct
E00000997,C00019,S0000236,2024-08-23 21:08:16,product_view,Product,P0034,Mobile,Direct
E00000998,C00019,S0000237,2024-12-30 00:06:23,page_view,Home,,Mobile,Instagram
E00000999,C00020,S0000238,2025-04-16 01:42:50,page_view,Home,,Desktop,Affiliate
E00001000,C00020,S0000238,2025-04-16 01:45:22,search,Search,,Desktop,Affiliate
E00001001,C00020,S0000238,2025-04-16 01:48:57,page_view,Category,,Desktop,Affiliate
E00001002,C00020,S0000238,2025-04-16 01:52:00,product_view,Product,P0055,Desktop,Affiliate
E00001003,C00020,S0000238,2025-04-16 01:55:13,review_view,Reviews,P0046,Desktop,Affiliate
E00001004,C00020,S0000238,2025-04-16 01:55:54,add_to_cart,Cart,P0003,Desktop,Affiliate
E00001005,C00020,S0000239,2025-11-24 03:04:02,page_view,Home,,Mobile,Direct
E00001006,C00020,S0000239,2025-11-24 03:04:27,search,Search,,Mobile,Direct
E00001007,C00020,S0000239,2025-11-24 03:07:42,page_view,Category,,Mobile,Direct
E00001008,C00020,S0000239,2025-11-24 03:08:52,product_view,Product,P0059,Mobile,Direct
E00001009,C00020,S0000239,2025-11-24 03:10:16,review_view,Reviews,P0043,Mobile,Direct
E00001010,C00020,S0000239,2025-11-24 03:13:12,add_to_cart,Cart,P0032,Mobile,Direct
E00001011,C00020,S0000240,2026-01-11 03:07:44,page_view,Home,,Desktop,Bing
E00001012,C00020,S0000240,2026-01-11 03:11:14,search,Search,,Desktop,Bing
E00001013,C00020,S0000240,2026-01-11 03:14:36,page_view,Category,,Desktop,Bing
E00001014,C00020,S0000240,2026-01-11 03:18:02,product_view,Product,P0059,Desktop,Bing
E00001015,C00020,S0000240,2026-01-11 03:20:56,review_view,Reviews,P0020,Desktop,Bing
E00001016,C00020,S0000241,2025-05-27 11:30:52,page_view,Home,,Mobile,Email
E00001017,C00020,S0000241,2025-05-27 11:34:24,search,Search,,Mobile,Email
E00001018,C00020,S0000241,2025-05-27 11:34:59,page_view,Category,,Mobile,Email
E00001019,C00020,S0000242,2025-03-06 00:11:20,page_view,Home,,Mobile,Email
E00001020,C00020,S0000242,2025-03-06 00:13:13,search,Search,,Mobile,Email
E00001021,C00020,S0000243,2026-05-31 06:41:44,page_view,Home,,Mobile,Bing
E00001022,C00020,S0000244,2025-12-15 13:48:42,page_view,Home,,Mobile,Affiliate
E00001023,C00020,S0000244,2025-12-15 13:50:43,search,Search,,Mobile,Affiliate
E00001024,C00020,S0000244,2025-12-15 13:52:43,page_view,Category,,Mobile,Affiliate
E00001025,C00020,S0000244,2025-12-15 13:56:42,product_view,Product,P0075,Mobile,Affiliate
E00001026,C00020,S0000244,2025-12-15 13:58:31,add_to_cart,Cart,P0046,Mobile,Affiliate
E00001027,C00020,S0000244,2025-12-15 13:59:49,checkout_start,Checkout,P0018,Mobile,Affiliate
E00001028,C00020,S0000244,2025-12-15 14:00:17,purchase,Checkout,P0003,Mobile,Affiliate
E00001029,C00020,S0000245,2026-05-26 23:34:36,page_view,Home,,Desktop,Affiliate
E00001030,C00020,S0000245,2026-05-26 23:37:46,search,Search,,Desktop,Affiliate
E00001031,C00020,S0000245,2026-05-26 23:41:31,page_view,Category,,Desktop,Affiliate
E00001032,C00020,S0000246,2026-05-19 08:11:39,page_view,Home,,Mobile,Bing
E00001033,C00020,S0000246,2026-05-19 08:13:31,search,Search,,Mobile,Bing
E00001034,C00020,S0000246,2026-05-19 08:16:18,page_view,Category,,Mobile,Bing
E00001035,C00020,S0000246,2026-05-19 08:19:57,product_view,Product,P0070,Mobile,Bing
E00001036,C00020,S0000246,2026-05-19 08:21:15,review_view,Reviews,P0070,Mobile,Bing
E00001037,C00020,S0000246,2026-05-19 08:23:25,add_to_cart,Cart,P0003,Mobile,Bing
E00001038,C00020,S0000246,2026-05-19 08:25:48,checkout_start,Checkout,P0070,Mobile,Bing
E00001039,C00020,S0000246,2026-05-19 08:26:01,purchase,Checkout,P0043,Mobile,Bing
E00001040,C00020,S0000247,2026-03-19 20:29:33,page_view,Home,,Mobile,Bing
E00001041,C00020,S0000247,2026-03-19 20:30:19,search,Search,,Mobile,Bing
E00001042,C00020,S0000247,2026-03-19 20:32:05,page_view,Category,,Mobile,Bing
E00001043,C00020,S0000247,2026-03-19 20:34:31,product_view,Product,P0070,Mobile,Bing
E00001044,C00020,S0000247,2026-03-19 20:37:05,review_view,Reviews,P0070,Mobile,Bing
E00001045,C00020,S0000248,2025-09-12 05:50:28,page_view,Home,,Mobile,Google
E00001046,C00020,S0000248,2025-09-12 05:52:28,search,Search,,Mobile,Google
E00001047,C00020,S0000248,2025-09-12 05:55:00,page_view,Category,,Mobile,Google
E00001048,C00020,S0000249,2025-11-28 18:59:01,page_view,Home,,Mobile,Affiliate
E00001049,C00020,S0000249,2025-11-28 19:01:55,search,Search,,Mobile,Affiliate
E00001050,C00020,S0000249,2025-11-28 19:04:09,page_view,Category,,Mobile,Affiliate
E00001051,C00020,S0000249,2025-11-28 19:07:39,product_view,Product,P0070,Mobile,Affiliate
E00001052,C00020,S0000249,2025-11-28 19:08:07,review_view,Reviews,P0043,Mobile,Affiliate
E00001053,C00020,S0000249,2025-11-28 19:08:24,add_to_cart,Cart,P0043,Mobile,Affiliate
E00001054,C00021,S0000250,2025-05-10 16:33:52,page_view,Home,,Desktop,Direct
E00001055,C00021,S0000250,2025-05-10 16:36:34,search,Search,,Desktop,Direct
E00001056,C00021,S0000250,2025-05-10 16:37:44,page_view,Category,,Desktop,Direct
E00001057,C00021,S0000250,2025-05-10 16:38:26,product_view,Product,P0016,Desktop,Direct
E00001058,C00021,S0000250,2025-05-10 16:38:58,review_view,Reviews,P0030,Desktop,Direct
E00001059,C00021,S0000250,2025-05-10 16:40:58,add_to_cart,Cart,P0065,Desktop,Direct
E00001060,C00021,S0000251,2026-06-25 13:06:52,page_view,Home,,Mobile,Facebook
E00001061,C00021,S0000251,2026-06-25 13:10:45,search,Search,,Mobile,Facebook
E00001062,C00021,S0000251,2026-06-25 13:11:42,page_view,Category,,Mobile,Facebook
E00001063,C00021,S0000251,2026-06-25 13:13:29,product_view,Product,P0016,Mobile,Facebook
E00001064,C00021,S0000252,2025-03-09 02:53:34,page_view,Home,,Desktop,Facebook
E00001065,C00021,S0000252,2025-03-09 02:54:19,search,Search,,Desktop,Facebook
E00001066,C00021,S0000252,2025-03-09 02:54:47,page_view,Category,,Desktop,Facebook
E00001067,C00021,S0000252,2025-03-09 02:58:17,product_view,Product,P0033,Desktop,Facebook
E00001068,C00021,S0000252,2025-03-09 02:59:59,add_to_cart,Cart,P0031,Desktop,Facebook
E00001069,C00021,S0000252,2025-03-09 03:02:19,checkout_start,Checkout,P0031,Desktop,Facebook
E00001070,C00021,S0000252,2025-03-09 03:02:59,purchase,Checkout,P0033,Desktop,Facebook
E00001071,C00021,S0000253,2025-09-14 16:39:34,page_view,Home,,Desktop,Instagram
E00001072,C00021,S0000253,2025-09-14 16:41:22,search,Search,,Desktop,Instagram
E00001073,C00021,S0000253,2025-09-14 16:44:06,page_view,Category,,Desktop,Instagram
E00001074,C00021,S0000253,2025-09-14 16:45:03,add_to_cart,Cart,P0079,Desktop,Instagram
E00001075,C00021,S0000253,2025-09-14 16:45:32,checkout_start,Checkout,P0016,Desktop,Instagram
E00001076,C00021,S0000253,2025-09-14 16:48:00,purchase,Checkout,P0065,Desktop,Instagram
E00001077,C00021,S0000254,2026-02-23 20:05:21,page_view,Home,,Desktop,Instagram
E00001078,C00021,S0000254,2026-02-23 20:07:22,add_to_cart,Cart,P0031,Desktop,Instagram
E00001079,C00021,S0000254,2026-02-23 20:08:17,checkout_start,Checkout,P0030,Desktop,Instagram
E00001080,C00021,S0000254,2026-02-23 20:09:03,purchase,Checkout,P0045,Desktop,Instagram
E00001081,C00021,S0000255,2025-09-04 12:14:08,page_view,Home,,Mobile,Affiliate
E00001082,C00021,S0000255,2025-09-04 12:18:04,search,Search,,Mobile,Affiliate
E00001083,C00021,S0000255,2025-09-04 12:19:21,page_view,Category,,Mobile,Affiliate
E00001084,C00021,S0000255,2025-09-04 12:22:35,product_view,Product,P0065,Mobile,Affiliate
E00001085,C00021,S0000255,2025-09-04 12:24:18,add_to_cart,Cart,P0031,Mobile,Affiliate
E00001086,C00021,S0000255,2025-09-04 12:25:01,checkout_start,Checkout,P0016,Mobile,Affiliate
E00001087,C00021,S0000255,2025-09-04 12:28:41,purchase,Checkout,P0045,Mobile,Affiliate
E00001088,C00021,S0000256,2025-04-23 10:44:58,page_view,Home,,Mobile,Instagram
E00001089,C00021,S0000256,2025-04-23 10:47:17,search,Search,,Mobile,Instagram
E00001090,C00021,S0000256,2025-04-23 10:47:59,page_view,Category,,Mobile,Instagram
E00001091,C00021,S0000257,2024-05-06 21:02:46,page_view,Home,,Mobile,Email
E00001092,C00021,S0000258,2026-05-01 20:56:09,page_view,Home,,Mobile,Instagram
E00001093,C00021,S0000259,2026-04-25 12:31:10,page_view,Home,,Mobile,Google
E00001094,C00021,S0000259,2026-04-25 12:31:54,search,Search,,Mobile,Google
E00001095,C00021,S0000259,2026-04-25 12:33:15,page_view,Category,,Mobile,Google
E00001096,C00021,S0000259,2026-04-25 12:37:01,product_view,Product,P0079,Mobile,Google
E00001097,C00021,S0000260,2025-08-28 06:31:57,page_view,Home,,Mobile,Affiliate
E00001098,C00021,S0000260,2025-08-28 06:35:28,search,Search,,Mobile,Affiliate
E00001099,C00021,S0000260,2025-08-28 06:36:49,page_view,Category,,Mobile,Affiliate
E00001100,C00021,S0000260,2025-08-28 06:37:00,product_view,Product,P0016,Mobile,Affiliate
E00001101,C00021,S0000261,2024-08-03 17:41:23,page_view,Home,,Desktop,Google
E00001102,C00021,S0000261,2024-08-03 17:44:29,search,Search,,Desktop,Google
E00001103,C00021,S0000261,2024-08-03 17:45:46,page_view,Category,,Desktop,Google
E00001104,C00021,S0000261,2024-08-03 17:48:59,product_view,Product,P0033,Desktop,Google
E00001105,C00021,S0000262,2025-01-05 03:20:21,page_view,Home,,Mobile,Facebook
E00001106,C00021,S0000263,2025-05-21 00:16:32,page_view,Home,,Mobile,Facebook
E00001107,C00021,S0000263,2025-05-21 00:19:40,search,Search,,Mobile,Facebook
E00001108,C00021,S0000263,2025-05-21 00:23:02,page_view,Category,,Mobile,Facebook
E00001109,C00021,S0000263,2025-05-21 00:23:27,product_view,Product,P0016,Mobile,Facebook
E00001110,C00021,S0000263,2025-05-21 00:24:06,add_to_cart,Cart,P0045,Mobile,Facebook
E00001111,C00021,S0000263,2025-05-21 00:25:51,checkout_start,Checkout,P0016,Mobile,Facebook
E00001112,C00021,S0000263,2025-05-21 00:28:37,purchase,Checkout,P0030,Mobile,Facebook
E00001113,C00021,S0000264,2025-08-21 03:59:04,page_view,Home,,Mobile,Instagram
E00001114,C00021,S0000264,2025-08-21 04:02:25,search,Search,,Mobile,Instagram
E00001115,C00021,S0000264,2025-08-21 04:06:20,page_view,Category,,Mobile,Instagram
E00001116,C00021,S0000264,2025-08-21 04:06:41,product_view,Product,P0065,Mobile,Instagram
E00001117,C00021,S0000264,2025-08-21 04:08:23,review_view,Reviews,P0030,Mobile,Instagram
E00001118,C00021,S0000264,2025-08-21 04:12:02,add_to_cart,Cart,P0079,Mobile,Instagram
E00001119,C00022,S0000265,2026-04-11 16:04:36,page_view,Home,,Mobile,Direct
E00001120,C00022,S0000266,2025-04-06 15:41:00,page_view,Home,,Mobile,Instagram
E00001121,C00022,S0000266,2025-04-06 15:44:09,search,Search,,Mobile,Instagram
E00001122,C00022,S0000266,2025-04-06 15:47:51,page_view,Category,,Mobile,Instagram
E00001123,C00022,S0000266,2025-04-06 15:50:48,product_view,Product,P0016,Mobile,Instagram
E00001124,C00022,S0000266,2025-04-06 15:54:42,review_view,Reviews,P0045,Mobile,Instagram
E00001125,C00022,S0000267,2025-12-19 11:25:03,page_view,Home,,Mobile,Email
E00001126,C00022,S0000267,2025-12-19 11:25:49,search,Search,,Mobile,Email
E00001127,C00022,S0000267,2025-12-19 11:29:23,page_view,Category,,Mobile,Email
E00001128,C00022,S0000267,2025-12-19 11:31:58,product_view,Product,P0045,Mobile,Email
E00001129,C00022,S0000268,2025-10-26 15:04:17,page_view,Home,,Desktop,Instagram
E00001130,C00022,S0000268,2025-10-26 15:05:00,search,Search,,Desktop,Instagram
E00001131,C00022,S0000268,2025-10-26 15:07:42,page_view,Category,,Desktop,Instagram
E00001132,C00022,S0000268,2025-10-26 15:08:57,product_view,Product,P0031,Desktop,Instagram
E00001133,C00022,S0000268,2025-10-26 15:11:07,review_view,Reviews,P0079,Desktop,Instagram
E00001134,C00022,S0000269,2025-04-29 15:05:28,page_view,Home,,Desktop,Affiliate
