customer_id,age,gender,city,state,loyalty_tier,preferred_category,acquisition_channel,email_opt_in,push_opt_in,price_sensitivity_score,digital_engagement_score,tenure_days,is_new_customer,lifetime_orders,lifetime_revenue,avg_order_value,total_discount,avg_discount,days_since_last_purchase,purchase_span_days,orders_per_active_month,orders_30d,revenue_30d,orders_90d,revenue_90d,orders_180d,revenue_180d,favorite_category_by_spend,favorite_category_spend,categories_purchased,marketing_touches,email_opens,marketing_clicks,marketing_conversions_7d,avg_offer_pct,marketing_cost,open_rate,click_rate,marketing_conversion_rate,sessions_lifetime,avg_events_per_session,avg_session_minutes,product_view_sessions,review_view_sessions,cart_sessions,checkout_sessions,web_purchase_sessions,days_since_last_session,session_conversion_rate,cart_to_purchase_rate,support_tickets,avg_resolution_hours,avg_csat,unresolved_tickets,snapshot_date,purchase_label_30d,churn_label_180d,future_revenue_180d
C00092,31,Prefer not to say,Boulder,CO,Silver,Electronics,Organic Search,1,0,0.805,0.738,282,0,1,272.45,272.45,56.0,56.0,196,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Beauty,253.44,1,2.0,0.0,0.0,0.0,12.5,0.855,0.0,0.0,0.0,5.0,4.8,7.5,5.0,3.0,1.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-01,1,0,944.8
C00094,66,Female,New York,NY,Unknown,Apparel,Referral,1,1,0.495,0.579,179,0,3,944.8199999999999,314.94,146.73,48.91,37,116,0.7758620689655172,0.0,0.0,2.0,717.6700000000001,3.0,944.8199999999999,Home,479.99,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.5,6.827777777777778,5.0,3.0,2.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-01,0,1,0.0
C00095,74,Prefer not to say,San Francisco,CA,Unknown,Home,Organic Search,0,0,0.332,0.769,368,0,1,140.91,140.91,28.47,28.47,200,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Home,131.08,1,5.0,2.0,1.0,1.0,12.0,3.265,0.4,0.2,0.2,8.0,4.0,5.9875,5.0,3.0,1.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-01,0,1,0.0
C00096,37,Male,Denver,CO,Unknown,Electronics,Affiliate,1,1,0.806,0.182,138,0,1,460.47,460.47,72.9,72.9,39,0,1.0,0.0,0.0,1.0,460.47,1.0,460.47,Electronics,428.34000000000003,1,1.0,0.0,0.0,0.0,5.0,0.72,0.0,0.0,0.0,1.0,2.0,2.8833333333333333,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-01,0,1,0.0
C00100,44,Non-binary,Boulder,CO,Unknown,Pet,Organic Search,1,0,0.604,0.829,339,0,1,118.16,118.16,6.88,6.88,222,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Pet,109.92,1,3.0,3.0,2.0,0.0,15.0,3.005,1.0,0.6666666666666666,0.0,9.0,5.0,8.427777777777777,6.0,4.0,6.0,3.0,3.0,25.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,2025-03-01,0,0,485.86
C00103,23,Female,Seattle,WA,Unknown,Sports,Direct,1,1,0.422,0.487,178,0,1,1116.37,1116.37,185.15,185.15,126,0,1.0,0.0,0.0,0.0,0.0,1.0,1116.37,Sports,802.71,2,1.0,0.0,0.0,0.0,20.0,0.005,0.0,0.0,0.0,4.0,4.5,6.408333333333333,3.0,3.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-01,0,1,0.0
C00105,22,Non-binary,Austin,TX,Unknown,Beauty,Direct,1,0,0.261,0.36,338,0,2,320.52,160.26,54.34,27.17,82,233,0.2575107296137339,0.0,0.0,1.0,262.71,1.0,262.71,Beauty,244.37,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.5,1.0,1.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-01,0,1,0.0
C00112,26,Male,Phoenix,AZ,Unknown,Home,Organic Search,1,1,0.471,0.421,336,0,3,488.91,162.97,59.940000000000005,19.98,41,295,0.30508474576271183,0.0,0.0,1.0,42.36,1.0,42.36,Apparel,288.89,3,3.0,0.0,0.0,0.0,10.0,3.7199999999999998,0.0,0.0,0.0,5.0,4.0,5.1866666666666665,3.0,2.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-01,0,0,902.47
C00114,74,Non-binary,Cambridge,MA,Silver,Apparel,Referral,1,1,0.838,0.562,172,0,2,585.44,292.72,165.26999999999998,82.63499999999999,17,4,2.0,2.0,585.44,2.0,585.44,2.0,585.44,Apparel,544.6,1,3.0,1.0,0.0,0.0,16.666666666666668,1.5799999999999998,0.3333333333333333,0.0,0.0,1.0,8.0,19.333333333333332,1.0,1.0,1.0,1.0,1.0,117.0,1.0,1.0,0.0,0.0,0.0,0.0,2025-03-01,0,0,201.81
C00117,51,Prefer not to say,Miami,FL,Platinum,Apparel,Organic Search,1,0,0.664,0.676,45,1,1,15.85,15.85,1.81,1.81,21,0,1.0,1.0,15.85,1.0,15.85,1.0,15.85,Home,14.74,1,1.0,0.0,0.0,0.0,20.0,1.5,0.0,0.0,0.0,2.0,4.5,8.058333333333334,1.0,1.0,1.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-01,0,0,580.54
C00122,22,Non-binary,Tacoma,WA,Gold,Home,Direct,0,1,0.32,0.29,269,0,3,664.41,221.47,53.94,17.98,141,83,1.0843373493975903,0.0,0.0,0.0,0.0,2.0,565.65,Baby,270.19,4,2.0,1.0,0.0,0.0,10.0,1.21,0.5,0.0,0.0,2.0,5.5,10.658333333333333,1.0,1.0,1.0,1.0,1.0,98.0,0.5,1.0,0.0,0.0,0.0,0.0,2025-03-01,0,0,814.2
C00123,51,Non-binary,Austin,TX,Unknown,Home,Paid Social,1,0,0.583,0.856,175,0,1,427.63,427.63,53.98,53.98,5,0,1.0,1.0,427.63,1.0,427.63,1.0,427.63,Beauty,397.8,1,2.0,0.0,0.0,0.0,12.5,0.73,0.0,0.0,0.0,6.0,4.333333333333333,8.019444444444444,5.0,2.0,1.0,1.0,1.0,27.0,0.16666666666666666,1.0,1.0,3.1,4.0,0.0,2025-03-01,0,0,776.93
C00124,28,Non-binary,Austin,TX,Unknown,Electronics,Paid Social,1,0,0.396,0.889,150,0,1,49.23,49.23,0.28,0.28,124,0,1.0,0.0,0.0,0.0,0.0,1.0,49.23,Electronics,39.29,1,2.0,2.0,1.0,0.0,10.0,2.35,1.0,0.5,0.0,1.0,8.0,17.516666666666666,1.0,1.0,1.0,1.0,1.0,38.0,1.0,1.0,0.0,0.0,0.0,0.0,2025-03-01,0,0,647.76
C00127,62,Female,Buffalo,NY,Silver,Apparel,Organic Search,1,1,0.702,0.675,48,1,2,721.82,360.91,114.27,57.135,19,8,2.0,2.0,721.82,2.0,721.82,2.0,721.82,Home,671.46,1,3.0,2.0,0.0,1.0,11.666666666666666,2.36,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-01,0,1,0.0
C00129,38,Prefer not to say,Charlotte,NC,Unknown,Sports,Affiliate,1,0,0.7,0.826,349,0,2,1600.3,800.15,287.92,143.96,4,60,1.0,1.0,389.77,2.0,1600.3,2.0,1600.3,Sports,773.17,3,4.0,3.0,2.0,0.0,16.25,4.505,0.75,0.5,0.0,6.0,5.5,9.15,3.0,3.0,3.0,3.0,3.0,16.0,0.5,1.0,0.0,0.0,0.0,0.0,2025-03-01,0,0,72.92
C00133,30,Male,Miami,FL,Silver,Baby,Referral,1,1,0.676,0.734,206,0,1,60.14,60.14,14.19,14.19,201,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Grocery,49.44,1,5.0,3.0,3.0,2.0,17.0,2.065,0.6,0.6,0.4,4.0,4.75,7.845833333333333,3.0,1.0,2.0,1.0,1.0,3.0,0.25,0.5,0.0,0.0,0.0,0.0,2025-03-01,1,0,615.96
C00137,37,Non-binary,San Jose,CA,Platinum,Beauty,Paid Search,1,1,0.421,0.582,94,0,2,442.25,221.125,57.129999999999995,28.564999999999998,13,41,1.4634146341463414,1.0,150.66,2.0,442.25,2.0,442.25,Beauty,271.25,2,3.0,1.0,0.0,1.0,21.666666666666668,2.29,0.3333333333333333,0.0,0.3333333333333333,2.0,2.0,2.933333333333333,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-01,0,0,894.5400000000001
C00141,56,Prefer not to say,Chicago,IL,Gold,Sports,Organic Search,1,1,0.083,0.541,350,0,8,2402.53,300.31625,122.03999999999999,15.254999999999999,60,264,0.9090909090909091,0.0,0.0,3.0,1011.7700000000001,6.0,1576.7400000000002,Sports,1476.73,3,6.0,3.0,1.0,1.0,14.166666666666666,4.8149999999999995,0.5,0.16666666666666666,0.16666666666666666,4.0,4.75,9.608333333333334,3.0,1.0,1.0,1.0,1.0,41.0,0.25,1.0,1.0,6.1,4.0,0.0,2025-03-01,0,0,985.56
C00142,58,Prefer not to say,Boston,MA,Unknown,Apparel,Organic Search,1,1,0.829,0.868,231,0,1,261.69,261.69,66.01,66.01,57,0,1.0,0.0,0.0,1.0,261.69,1.0,261.69,Beauty,243.43,1,1.0,1.0,1.0,0.0,5.0,0.005,1.0,1.0,0.0,5.0,5.2,9.933333333333334,5.0,3.0,3.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-01,0,1,0.0
C00143,41,Male,Dallas,TX,Silver,Home,Organic Search,1,1,0.398,0.525,127,0,1,107.91,107.91,30.39,30.39,94,0,1.0,0.0,0.0,0.0,0.0,1.0,107.91,Home,100.38,1,2.0,1.0,1.0,0.0,10.0,2.2199999999999998,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-01,0,0,168.99
C00144,71,Prefer not to say,Tacoma,WA,Unknown,Beauty,Affiliate,1,0,0.868,0.547,194,0,1,196.25,196.25,51.07,51.07,129,0,1.0,0.0,0.0,0.0,0.0,1.0,196.25,Beauty,182.56,1,2.0,2.0,1.0,0.0,10.0,2.7,1.0,0.5,0.0,2.0,3.0,4.666666666666667,1.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-01,0,1,0.0
C00151,67,Female,Dallas,TX,Silver,Sports,Paid Search,1,1,0.285,0.407,161,0,1,866.86,866.86,85.63,85.63,59,0,1.0,0.0,0.0,1.0,866.86,1.0,866.86,Beauty,419.26,2,3.0,0.0,0.0,0.0,6.666666666666667,2.16,0.0,0.0,0.0,5.0,3.6,4.173333333333334,3.0,1.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-01,0,0,469.98
C00152,55,Female,New York,NY,Silver,Apparel,Affiliate,0,0,0.734,0.411,417,0,3,463.78,154.59333333333333,82.83,27.61,128,174,0.5172413793103449,0.0,0.0,0.0,0.0,1.0,32.77,Home,128.12,4,1.0,0.0,0.0,0.0,5.0,0.85,0.0,0.0,0.0,3.0,4.666666666666667,6.6000000000000005,3.0,1.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-01,1,0,332.71
C00154,63,Male,Raleigh,NC,Silver,Grocery,Direct,1,0,0.516,0.521,367,0,2,432.23,216.115,51.839999999999996,25.919999999999998,15,229,0.26200873362445415,1.0,358.57,1.0,358.57,1.0,358.57,Apparel,289.75,3,4.0,0.0,0.0,0.0,11.25,2.425,0.0,0.0,0.0,7.0,5.571428571428571,8.307142857142857,5.0,4.0,4.0,3.0,3.0,104.0,0.42857142857142855,0.75,0.0,0.0,0.0,0.0,2025-03-01,0,0,587.96
C00157,39,Male,Orlando,FL,Gold,Pet,Direct,1,1,0.182,0.592,370,0,7,2291.8,327.40000000000003,136.26,19.465714285714284,140,176,1.1931818181818183,0.0,0.0,0.0,0.0,2.0,553.64,Pet,1489.6299999999999,5,4.0,1.0,1.0,1.0,8.75,2.645,0.25,0.25,0.25,7.0,3.5714285714285716,5.3999999999999995,4.0,3.0,1.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-01,1,0,706.75
C00162,49,Male,Houston,TX,Unknown,Baby,Referral,1,1,0.451,0.545,136,0,1,243.44,243.44,61.33,61.33,19,0,1.0,1.0,243.44,1.0,243.44,1.0,243.44,Apparel,170.34,2,1.0,0.0,0.0,0.0,20.0,0.005,0.0,0.0,0.0,2.0,4.5,8.841666666666667,2.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-01,0,0,55.34
C00164,35,Female,Tacoma,WA,Silver,Grocery,Paid Social,1,1,0.248,0.333,385,0,4,1051.61,262.9025,75.97,18.9925,71,255,0.47058823529411764,0.0,0.0,2.0,170.72,3.0,371.11,Home,541.49,2,2.0,1.0,1.0,0.0,20.0,1.2049999999999998,0.5,0.5,0.0,5.0,4.2,7.113333333333332,3.0,2.0,1.0,1.0,1.0,53.0,0.2,1.0,1.0,12.2,3.0,0.0,2025-03-01,0,0,801.33
C00168,68,Non-binary,Phoenix,AZ,Silver,Baby,Direct,1,0,0.3,0.503,345,0,6,1243.75,207.29166666666666,81.56,13.593333333333334,16,315,0.5714285714285714,1.0,144.13,3.0,349.84,4.0,640.1099999999999,Home,270.02,6,4.0,1.0,0.0,0.0,10.0,1.2149999999999999,0.25,0.0,0.0,6.0,4.166666666666667,9.200000000000001,2.0,2.0,3.0,2.0,2.0,152.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,2025-03-01,0,0,174.31
C00171,70,Male,Phoenix,AZ,Platinum,Electronics,Referral,1,1,0.482,0.614,288,0,7,1469.32,209.90285714285713,254.01999999999998,36.28857142857142,26,251,0.8366533864541832,1.0,256.44,1.0,256.44,3.0,631.9300000000001,Electronics,1075.7,3,2.0,1.0,0.0,0.0,12.5,1.21,0.5,0.0,0.0,1.0,3.0,2.316666666666667,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-01,1,0,717.26
C00172,62,Non-binary,Denver,CO,Unknown,Sports,Paid Search,1,0,0.676,0.372,96,0,1,140.8,140.8,42.77,42.77,8,0,1.0,1.0,140.8,1.0,140.8,1.0,140.8,Baby,130.98,1,2.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,2.0,5.0,7.875,2.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-01,0,0,496.86
C00176,56,Female,Houston,TX,Gold,Beauty,Affiliate,1,1,0.239,0.903,244,0,2,936.91,468.455,80.21000000000001,40.105000000000004,54,82,0.7317073170731707,0.0,0.0,1.0,338.5,2.0,936.91,Beauty,425.32,3,2.0,2.0,2.0,0.0,10.0,3.0,1.0,1.0,0.0,7.0,4.857142857142857,8.064285714285715,3.0,3.0,4.0,3.0,3.0,3.0,0.42857142857142855,0.75,0.0,0.0,0.0,0.0,2025-03-01,0,0,371.6
C00188,31,Non-binary,Scottsdale,AZ,Gold,Beauty,Referral,0,0,0.705,0.654,282,0,1,157.85,157.85,45.63,45.63,230,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Beauty,146.84,1,3.0,0.0,0.0,0.0,16.666666666666668,2.29,0.0,0.0,0.0,1.0,4.0,7.516666666666667,1.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-01,1,0,387.09000000000003
C00189,76,Male,Naperville,IL,Gold,Apparel,Paid Social,1,1,0.438,0.647,385,0,3,732.12,244.04,83.44,27.813333333333333,121,63,1.4285714285714286,0.0,0.0,0.0,0.0,2.0,420.47,Apparel,425.6,2,3.0,1.0,0.0,0.0,10.0,2.42,0.3333333333333333,0.0,0.0,7.0,5.285714285714286,9.626190476190475,5.0,4.0,3.0,3.0,3.0,29.0,0.42857142857142855,1.0,0.0,0.0,0.0,0.0,2025-03-01,1,0,362.98
C00195,55,Non-binary,Tacoma,WA,Unknown,Sports,Affiliate,1,1,0.581,0.913,340,0,1,758.4,758.4,91.02,91.02,322,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Home,490.19000000000005,2,4.0,2.0,1.0,0.0,15.0,2.295,0.5,0.25,0.0,5.0,2.8,3.66,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-01,0,0,1030.84
C00196,43,Male,Boston,MA,Unknown,Sports,Direct,1,0,0.719,0.525,143,0,2,365.36,182.68,67.85,33.925,48,54,1.1111111111111112,0.0,0.0,1.0,142.19,2.0,365.36,Sports,207.6,2,1.0,0.0,0.0,0.0,10.0,0.005,0.0,0.0,0.0,1.0,8.0,13.583333333333334,1.0,1.0,1.0,1.0,1.0,121.0,1.0,1.0,0.0,0.0,0.0,0.0,2025-03-01,0,0,754.74
C00197,70,Male,Dallas,TX,Gold,Sports,Affiliate,1,1,0.612,0.187,260,0,5,1787.44,357.488,315.73,63.146,5,238,0.6302521008403361,2.0,625.38,4.0,1338.72,4.0,1338.72,Sports,974.9100000000001,4,5.0,1.0,0.0,0.0,19.0,4.22,0.2,0.0,0.0,3.0,3.6666666666666665,3.4333333333333336,2.0,1.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-01,0,0,613.57
C00198,29,Prefer not to say,Naperville,IL,Gold,Electronics,Organic Search,1,0,0.678,0.833,198,0,2,187.66000000000003,93.83000000000001,16.45,8.225,87,108,0.5555555555555556,0.0,0.0,1.0,157.08,1.0,157.08,Baby,146.12,2,5.0,2.0,2.0,0.0,11.0,3.8,0.4,0.4,0.0,4.0,3.0,4.095833333333333,1.0,1.0,1.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-01,1,0,241.35
C00001,33,Female,Scottsdale,AZ,Silver,Beauty,Paid Search,1,0,0.852,0.38,63,1,1,185.13,185.13,44.98,44.98,54,0,1.0,0.0,0.0,1.0,185.13,1.0,185.13,Apparel,172.21,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.666666666666667,7.422222222222222,2.0,2.0,2.0,1.0,1.0,19.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,2025-04-01,0,1,0.0
C00008,56,Female,Charlotte,NC,Unknown,Sports,Paid Social,1,0,0.755,0.458,137,0,2,1339.65,669.825,303.54999999999995,151.77499999999998,103,15,2.0,0.0,0.0,0.0,0.0,2.0,1339.65,Sports,1246.19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.65,1.0,1.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-01,1,0,743.22
C00014,23,Male,Seattle,WA,Unknown,Baby,Affiliate,1,1,0.251,0.454,404,0,1,131.33,131.33,16.66,16.66,325,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Home,122.17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.8,11.786666666666667,4.0,3.0,4.0,4.0,4.0,0.0,0.8,1.0,0.0,0.0,0.0,0.0,2025-04-01,1,0,1350.77
C00016,68,Male,Boulder,CO,Platinum,Electronics,Organic Search,1,0,0.466,0.649,279,0,3,799.2,266.40000000000003,170.94,56.98,135,31,2.9032258064516125,0.0,0.0,0.0,0.0,3.0,799.2,Electronics,257.9,4,3.0,3.0,2.0,0.0,15.0,1.71,1.0,0.6666666666666666,0.0,2.0,4.0,6.258333333333333,1.0,0.0,1.0,1.0,1.0,51.0,0.5,1.0,0.0,0.0,0.0,0.0,2025-04-01,0,0,448.98
C00017,35,Prefer not to say,Orlando,FL,Platinum,Beauty,Organic Search,1,0,0.472,0.673,184,0,6,1499.67,249.94500000000002,191.57999999999998,31.929999999999996,10,166,1.0843373493975903,3.0,645.08,4.0,869.13,6.0,1499.67,Beauty,649.26,3,3.0,3.0,1.0,1.0,10.0,2.055,1.0,0.3333333333333333,0.3333333333333333,3.0,6.0,7.144444444444445,3.0,2.0,2.0,1.0,1.0,45.0,0.3333333333333333,0.5,2.0,21.3,4.5,0.0,2025-04-01,1,0,1368.26
C00019,66,Female,Raleigh,NC,Silver,Baby,Organic Search,1,1,0.724,0.433,271,0,2,313.85,156.925,61.26,30.63,87,89,0.6741573033707865,0.0,0.0,1.0,215.22,2.0,313.85,Beauty,184.98,3,1.0,0.0,0.0,0.0,10.0,0.005,0.0,0.0,0.0,5.0,2.8,3.8033333333333332,2.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-01,0,0,19.4
C00021,59,Male,San Francisco,CA,Unknown,Pet,Direct,1,0,0.943,0.728,332,0,1,136.83,136.83,37.09,37.09,321,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Apparel,127.28,1,6.0,2.0,1.0,1.0,13.333333333333334,5.775,0.3333333333333333,0.16666666666666666,0.16666666666666666,4.0,3.25,4.254166666666666,2.0,0.0,1.0,1.0,1.0,22.0,0.25,1.0,0.0,0.0,0.0,0.0,2025-04-01,0,1,0.0
C00026,27,Male,Cambridge,MA,Gold,Sports,Direct,1,1,0.732,0.88,73,1,1,150.39,150.39,23.83,23.83,57,0,1.0,0.0,0.0,1.0,150.39,1.0,150.39,Sports,139.9,1,1.0,1.0,1.0,0.0,5.0,0.005,1.0,1.0,0.0,5.0,3.8,7.92,3.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,8.8,4.0,0.0,2025-04-01,1,0,966.99
C00027,62,Non-binary,Phoenix,AZ,Unknown,Beauty,Direct,1,1,0.218,0.407,447,0,2,705.3199999999999,352.65999999999997,103.21000000000001,51.605000000000004,183,112,0.5357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,Electronics,587.13,2,8.0,3.0,1.0,0.0,15.625,7.109999999999999,0.375,0.125,0.0,5.0,4.6,7.3966666666666665,4.0,3.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-01,0,1,0.0
C00029,48,Non-binary,Houston,TX,Unknown,Grocery,Paid Social,1,1,0.833,0.897,322,0,2,581.05,290.525,107.71000000000001,53.855000000000004,106,72,0.8333333333333334,0.0,0.0,0.0,0.0,2.0,581.05,Beauty,185.53,4,3.0,0.0,0.0,0.0,5.0,2.16,0.0,0.0,0.0,6.0,5.0,7.55,4.0,3.0,3.0,2.0,2.0,94.0,0.3333333333333333,0.6666666666666666,1.0,4.4,4.0,0.0,2025-04-01,0,1,0.0
C00030,55,Prefer not to say,Orlando,FL,Unknown,Pet,Organic Search,1,1,0.554,0.489,379,0,4,1105.8200000000002,276.45500000000004,162.95,40.7375,138,180,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,570.08,Electronics,446.05999999999995,3,2.0,1.0,1.0,0.0,10.0,0.73,0.5,0.5,0.0,7.0,4.571428571428571,8.383333333333335,4.0,4.0,4.0,1.0,1.0,24.0,0.14285714285714285,0.25,0.0,0.0,0.0,0.0,2025-04-01,0,0,549.35
C00035,75,Female,Scottsdale,AZ,Silver,Electronics,Affiliate,1,1,0.544,0.406,345,0,2,785.5899999999999,392.79499999999996,75.88,37.94,32,143,0.4195804195804196,0.0,0.0,1.0,329.28,2.0,785.5899999999999,Beauty,424.47,2,2.0,1.0,0.0,0.0,5.0,1.21,0.5,0.0,0.0,4.0,3.0,4.533333333333333,2.0,1.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-01,0,0,460.58
C00041,67,Male,Boulder,CO,Gold,Sports,Paid Social,1,1,0.209,0.683,236,0,4,2250.36,562.59,182.71,45.6775,10,155,0.7741935483870968,2.0,391.82000000000005,3.0,1390.47,4.0,2250.36,Baby,922.78,4,4.0,2.0,0.0,0.0,11.25,2.065,0.5,0.0,0.0,5.0,5.8,8.526666666666667,4.0,1.0,3.0,3.0,3.0,36.0,0.6,1.0,0.0,0.0,0.0,0.0,2025-04-01,0,0,155.15
C00045,58,Non-binary,Orlando,FL,Unknown,Baby,Affiliate,1,1,0.437,0.815,379,0,2,133.61,66.805,17.75,8.875,88,271,0.22140221402214022,0.0,0.0,1.0,72.22,1.0,72.22,Baby,124.29,1,3.0,1.0,0.0,0.0,11.666666666666666,1.575,0.3333333333333333,0.0,0.0,4.0,5.75,9.583333333333332,3.0,2.0,2.0,2.0,2.0,14.0,0.5,1.0,0.0,0.0,0.0,0.0,2025-04-01,0,0,281.23
C00048,39,Female,Charlotte,NC,Platinum,Grocery,Paid Social,1,0,0.137,0.355,110,0,2,566.1800000000001,283.09000000000003,17.080000000000002,8.540000000000001,13,62,0.9677419354838709,1.0,314.8,2.0,566.1800000000001,2.0,566.1800000000001,Beauty,292.84,3,2.0,1.0,0.0,0.0,12.5,1.505,0.5,0.0,0.0,2.0,1.5,0.6916666666666667,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,1.0,6.9,4.0,0.0,2025-04-01,1,0,2743.72
C00050,51,Female,Buffalo,NY,Silver,Baby,Affiliate,1,1,0.535,0.708,272,0,3,500.52,166.84,72.52000000000001,24.173333333333336,10,132,0.6818181818181818,1.0,252.97,1.0,252.97,3.0,500.52,Baby,459.1,1,2.0,1.0,1.0,0.0,12.5,0.02,0.5,0.5,0.0,5.0,2.2,2.42,1.0,1.0,1.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-01,0,1,0.0
C00051,46,Prefer not to say,Orlando,FL,Unknown,Beauty,Referral,1,1,0.288,0.326,290,0,2,1254.1599999999999,627.0799999999999,153.20999999999998,76.60499999999999,11,223,0.26905829596412556,1.0,611.26,1.0,611.26,1.0,611.26,Sports,598.05,2,3.0,2.0,0.0,0.0,15.0,3.12,0.6666666666666666,0.0,0.0,3.0,4.333333333333333,5.922222222222222,2.0,2.0,2.0,0.0,0.0,129.0,0.0,0.0,1.0,42.7,4.0,0.0,2025-04-01,1,0,223.85
C00052,71,Prefer not to say,New York,NY,Unknown,Beauty,Paid Search,1,0,0.481,0.323,291,0,4,2378.35,594.5875,319.44,79.86,20,255,0.47058823529411764,1.0,786.04,2.0,1284.02,2.0,1284.02,Beauty,1689.1599999999999,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.25,8.9375,3.0,2.0,2.0,1.0,1.0,82.0,0.25,0.5,0.0,0.0,0.0,0.0,2025-04-01,0,1,0.0
C00053,71,Prefer not to say,Boston,MA,Platinum,Grocery,Direct,1,1,0.411,0.855,429,0,8,2997.56,374.695,436.35,54.54375,4,411,0.5839416058394161,2.0,706.9300000000001,2.0,706.9300000000001,2.0,706.9300000000001,Grocery,1209.08,6,8.0,5.0,2.0,0.0,13.125,7.175,0.625,0.25,0.0,11.0,5.2727272727272725,9.722727272727273,6.0,5.0,8.0,6.0,6.0,2.0,0.5454545454545454,0.75,0.0,0.0,0.0,0.0,2025-04-01,0,0,672.98
C00054,68,Prefer not to say,San Jose,CA,Silver,Beauty,Organic Search,1,1,0.511,0.85,375,0,6,2609.75,434.9583333333333,312.16999999999996,52.02833333333333,124,218,0.8256880733944955,0.0,0.0,0.0,0.0,2.0,120.5,Beauty,1942.57,4,5.0,2.0,1.0,0.0,0.0,4.64,0.4,0.2,0.0,11.0,4.818181818181818,7.781818181818182,8.0,7.0,4.0,2.0,2.0,38.0,0.18181818181818182,0.5,1.0,10.7,5.0,0.0,2025-04-01,1,0,999.4
